task_id,route,model_decision,valid_format,p_defer,p_self,score,margin,logp_self,logp_defer,self_passed,prediction,reference,expert_passed,expert_available,expert_has_answer,answer_len
mmlu/all/test/006622,post_self,self,1,0.0001423012617058364,0.9998576987382941,0.9998576987382941,-8.857421875,-0.392578125,-9.25,1,A,A,,0,0,80
mmlu/all/test/006623,post_defer,defer,1,0.18198897778208853,0.8180110222179114,0.8180110222179114,-1.5029296875,-0.2470703125,-1.75,0,B,A,,0,0,65
mmlu/all/test/006624,post_defer,defer,1,0.0046818225243337366,0.9953181774756663,0.9953181774756663,-5.359375,-1.546875,-6.90625,1,A,A,,0,0,18
mmlu/all/test/006625,post_defer,defer,1,0.04764695044135583,0.9523530495586442,0.9523530495586442,-2.9951171875,-0.0830078125,-3.078125,0,D,C,,0,0,51
mmlu/all/test/006626,post_defer,defer,1,0.037116908807759585,0.9628830911922404,0.9628830911922404,-3.255859375,-0.056640625,-3.3125,0,D,A,,0,0,27
mmlu/all/test/006627,post_defer,defer,1,0.012455652422344407,0.9875443475776556,0.9875443475776556,-4.373046875,-0.158203125,-4.53125,0,D,B,,0,0,160
mmlu/all/test/006628,post_self,self,1,0.00753148156151793,0.992468518438482,0.992468518438482,-4.881103515625,-0.056396484375,-4.9375,1,D,D,,0,0,83
mmlu/all/test/006629,post_self,self,1,0.00020228811943841428,0.9997977118805615,0.9997977118805615,-8.505615234375,-0.056884765625,-8.5625,1,D,D,,0,0,85
mmlu/all/test/006630,post_defer,defer,1,0.059921405512963974,0.940078594487036,0.940078594487036,-2.7529296875,-0.0908203125,-2.84375,1,B,B,,0,0,75
mmlu/all/test/006631,post_defer,defer,1,0.0003799845147518645,0.9996200154852481,0.9996200154852481,-7.875,-5.9375,-13.8125,0,C,B,,0,0,30
mmlu/all/test/006632,post_defer,defer,1,0.04212711696307709,0.9578728830369229,0.9578728830369229,-3.1240234375,-0.0947265625,-3.21875,1,B,B,,0,0,59
mmlu/all/test/006633,post_self,self,1,5.6497933283762946e-05,0.9999435020667162,0.9999435020667162,-9.78125,-1.15625,-10.9375,1,D,D,,0,0,86
mmlu/all/test/006634,post_self,self,1,9.852539886748564e-05,0.9999014746011325,0.9999014746011325,-9.22509765625,-0.02490234375,-9.25,0,B,C,,0,0,15
mmlu/all/test/006635,post_self,self,1,9.589150501214844e-05,0.9999041084949879,0.9999041084949879,-9.252197265625,-0.060302734375,-9.3125,1,C,C,,0,0,33
mmlu/all/test/006636,post_self,self,1,0.0032138695773807086,0.9967861304226193,0.9967861304226193,-5.737060546875,-0.044189453125,-5.78125,1,D,D,,0,0,22
mmlu/all/test/006637,post_defer,defer,1,0.0946777017913266,0.9053222982086734,0.9053222982086734,-2.2578125,-0.1171875,-2.375,1,B,B,,0,0,21
mmlu/all/test/006638,post_self,self,1,0.0031320222698882055,0.9968679777301118,0.9968679777301118,-5.762939453125,-0.049560546875,-5.8125,1,A,A,,0,0,124
mmlu/all/test/006639,post_defer,defer,1,0.03291458038707341,0.9670854196129266,0.9670854196129266,-3.38037109375,-0.11962890625,-3.5,1,C,C,,0,0,214
mmlu/all/test/006640,post_self,self,1,0.03716056047410003,0.9628394395259,0.9628394395259,-3.254638671875,-0.057861328125,-3.3125,1,A,A,,0,0,12
mmlu/all/test/006641,post_self,self,1,2.0876710599915544e-05,0.9999791232894001,0.9999791232894001,-10.77685546875,-0.09814453125,-10.875,1,C,C,,0,0,91
mmlu/all/test/006642,post_self,self,1,0.0004802972318863163,0.9995197027681136,0.9995197027681136,-7.640625,-2.484375,-10.125,1,A,A,,0,0,17
mmlu/all/test/006643,post_defer,defer,1,0.010978986816086734,0.9890210131839132,0.9890210131839132,-4.500732421875,-0.030517578125,-4.53125,0,D,B,,0,0,16
mmlu/all/test/006644,post_self,self,1,0.0013104041709138044,0.9986895958290862,0.9986895958290862,-6.6361083984375,-0.0201416015625,-6.65625,1,B,B,,0,0,15
mmlu/all/test/006645,post_self,self,1,0.0028352299737568532,0.9971647700262432,0.9971647700262432,-5.86279296875,-0.04345703125,-5.90625,1,A,A,,0,0,110
mmlu/all/test/006646,post_defer,defer,1,0.008711384457705508,0.9912886155422945,0.9912886155422945,-4.734375,-2.453125,-7.1875,1,C,C,,0,0,28
mmlu/all/test/006647,post_defer,defer,1,0.015875847596127257,0.9841241524038727,0.9841241524038727,-4.126953125,-0.279296875,-4.40625,1,B,B,,0,0,61
mmlu/all/test/006648,post_defer,defer,1,0.004125935094747131,0.9958740649052529,0.9958740649052529,-5.486328125,-0.482421875,-5.96875,1,A,A,,0,0,84
mmlu/all/test/006649,post_self,self,1,0.0001829788424498147,0.9998170211575502,0.9998170211575502,-8.60595703125,-0.08154296875,-8.6875,1,C,C,,0,0,125
mmlu/all/test/006650,post_defer,defer,1,0.06097518086496481,0.9390248191350352,0.9390248191350352,-2.734375,-1.484375,-4.21875,0,A,B,,0,0,35
mmlu/all/test/006651,post_self,self,1,0.02306522651694984,0.9769347734830501,0.9769347734830501,-3.74609375,-0.05078125,-3.796875,0,A,D,,0,0,13
mmlu/all/test/006652,post_defer,defer,1,0.14817041344298693,0.8518295865570131,0.8518295865570131,-1.7490234375,-0.1806640625,-1.9296875,0,A,D,,0,0,12
mmlu/all/test/006653,post_defer,defer,1,0.0006993578227989943,0.999300642177201,0.999300642177201,-7.2646484375,-0.0791015625,-7.34375,1,C,C,,0,0,46
mmlu/all/test/006654,post_defer,defer,1,0.000375421766555542,0.9996245782334444,0.9996245782334444,-7.8870849609375,-0.0191650390625,-7.90625,1,B,B,,0,0,14
mmlu/all/test/006655,post_self,self,1,5.6497933283762946e-05,0.9999435020667162,0.9999435020667162,-9.78125,-2.28125,-12.0625,1,C,C,,0,0,65
mmlu/all/test/006656,post_self,self,1,0.000545942301202362,0.9994540576987977,0.9994540576987977,-7.512451171875,-0.018798828125,-7.53125,1,B,B,,0,0,24
mmlu/all/test/006657,post_defer,defer,1,0.00530189486940215,0.9946981051305979,0.9946981051305979,-5.234375,-0.359375,-5.59375,0,C,B,,0,0,15
mmlu/all/test/006658,post_defer,defer,1,0.0002568910516338429,0.9997431089483662,0.9997431089483662,-8.2666015625,-0.1708984375,-8.4375,1,B,B,,0,0,66
mmlu/all/test/006659,post_defer,defer,1,0.09501305198790386,0.9049869480120961,0.9049869480120961,-2.25390625,-0.96484375,-3.21875,1,A,A,,0,0,53
mmlu/all/test/006660,post_defer,defer,1,0.004007288945911384,0.9959927110540886,0.9959927110540886,-5.515625,-2.359375,-7.875,0,A,C,,0,0,22
mmlu/all/test/006661,post_self,self,1,7.710273257543255e-06,0.9999922897267425,0.9999922897267425,-11.77294921875,-0.03955078125,-11.8125,1,B,B,,0,0,64
mmlu/all/test/006662,post_defer,defer,1,0.029381776024403554,0.9706182239755965,0.9706182239755965,-3.49755859375,-0.06494140625,-3.5625,1,D,D,,0,0,16
mmlu/all/test/006663,post_self,self,1,0.0014837189029090864,0.9985162810970909,0.9985162810970909,-6.51171875,-0.51953125,-7.03125,1,B,B,,0,0,12
mmlu/all/test/006664,post_self,self,1,9.509890047111861e-05,0.9999049010995289,0.9999049010995289,-9.260498046875,-0.052001953125,-9.3125,1,B,B,,0,0,17
mmlu/all/test/006665,post_self,self,1,6.512348755668302e-05,0.9999348765124433,0.9999348765124433,-9.63916015625,-0.11083984375,-9.75,1,D,D,,0,0,67
mmlu/all/test/006666,post_defer,defer,1,0.005220125693558397,0.9947798743064415,0.9947798743064415,-5.25,-1.09375,-6.34375,0,A,C,,0,0,68
mmlu/all/test/006667,post_self,self,1,3.670655177278141e-06,0.9999963293448227,0.9999963293448227,-12.51513671875,-0.04736328125,-12.5625,1,B,B,,0,0,80
mmlu/all/test/006668,post_defer,defer,1,0.1334152172639784,0.8665847827360216,0.8665847827360216,-1.87109375,-0.70703125,-2.578125,0,C,D,,0,0,90
mmlu/all/test/006669,post_defer,defer,1,0.0008295891883591028,0.9991704108116409,0.9991704108116409,-7.09375,-5.90625,-13.0,1,C,C,,0,0,63
mmlu/all/test/006670,post_self,self,1,0.00023625990071280022,0.9997637400992871,0.9997637400992871,-8.350341796875,-0.024658203125,-8.375,1,B,B,,0,0,30
mmlu/all/test/006671,post_self,self,1,1.2981749041148358e-05,0.9999870182509588,0.9999870182509588,-11.251953125,-0.310546875,-11.5625,1,C,C,,0,0,84
mmlu/all/test/006672,post_self,self,1,0.0002251682418562381,0.9997748317581437,0.9997748317581437,-8.3984375,-1.3515625,-9.75,1,A,A,,0,0,42
mmlu/all/test/006673,post_defer,defer,1,0.00852780100826893,0.9914721989917311,0.9914721989917311,-4.755859375,-0.181640625,-4.9375,1,C,C,,0,0,116
mmlu/all/test/006674,post_self,self,1,0.07626996618067049,0.9237300338193295,0.9237300338193295,-2.494140625,-0.115234375,-2.609375,1,C,C,,0,0,26
mmlu/all/test/006675,post_self,self,1,6.452214729219315e-05,0.9999354778527078,0.9999354778527078,-9.6484375,-1.9140625,-11.5625,1,D,D,,0,0,130
mmlu/all/test/006676,post_defer,defer,1,0.0019267346633274755,0.9980732653366725,0.9980732653366725,-6.25,-0.71875,-6.96875,1,C,C,,0,0,78
mmlu/all/test/006677,post_self,self,1,0.0004920416252704471,0.9995079583747295,0.9995079583747295,-7.616455078125,-0.039794921875,-7.65625,1,D,D,,0,0,16
mmlu/all/test/006678,post_self,self,1,0.0004352051136647047,0.9995647948863353,0.9995647948863353,-7.7392578125,-0.1982421875,-7.9375,0,C,A,,0,0,112
mmlu/all/test/006679,post_self,self,1,0.0021489492836254285,0.9978510507163746,0.9978510507163746,-6.140625,-0.078125,-6.21875,1,A,A,,0,0,27
mmlu/all/test/006680,post_self,self,1,0.0004424872819840241,0.999557512718016,0.999557512718016,-7.72265625,-0.40234375,-8.125,1,A,A,,0,0,79
mmlu/all/test/006681,post_self,self,1,0.00019857007218030854,0.9998014299278197,0.9998014299278197,-8.524169921875,-0.038330078125,-8.5625,1,B,B,,0,0,29
mmlu/all/test/006682,post_self,self,1,0.0035657366623610266,0.996434263337639,0.996434263337639,-5.6328125,-0.1484375,-5.78125,0,A,D,,0,0,27
mmlu/all/test/006683,post_defer,defer,1,0.0003051626756340138,0.999694837324366,0.999694837324366,-8.0943603515625,-0.0306396484375,-8.125,0,B,C,,0,0,20
mmlu/all/test/006684,post_defer,defer,1,0.06000397459130239,0.9399960254086976,0.9399960254086976,-2.75146484375,-0.09228515625,-2.84375,0,A,D,,0,0,20
mmlu/all/test/006685,post_self,self,1,1.0289513485400627e-05,0.9999897104865146,0.9999897104865146,-11.484375,-0.515625,-12.0,1,C,C,,0,0,69
mmlu/all/test/006686,post_self,self,1,0.0007854739357252539,0.9992145260642747,0.9992145260642747,-7.1484375,-1.2265625,-8.375,0,A,B,,0,0,29
mmlu/all/test/006687,post_self,self,1,0.001155337192150999,0.998844662807849,0.998844662807849,-6.76220703125,-0.05029296875,-6.8125,1,C,C,,0,0,29
mmlu/all/test/006688,post_self,self,1,0.00037794982282170425,0.9996220501771783,0.9996220501771783,-7.88037109375,-0.11962890625,-8.0,1,D,D,,0,0,28
mmlu/all/test/006689,post_defer,defer,1,0.18213440280618404,0.817865597193816,0.817865597193816,-1.501953125,-0.232421875,-1.734375,1,C,C,,0,0,39
mmlu/all/test/006690,post_defer,defer,1,0.0021594451449800686,0.9978405548550199,0.9978405548550199,-6.1357421875,-0.2080078125,-6.34375,1,C,C,,0,0,90
mmlu/all/test/006691,post_self,self,1,5.135437939261707e-05,0.9999486456206074,0.9999486456206074,-9.876708984375,-0.060791015625,-9.9375,1,D,D,,0,0,35
mmlu/all/test/006692,post_self,self,1,4.50445955990996e-05,0.9999549554044009,0.9999549554044009,-10.0078125,-1.2421875,-11.25,1,D,D,,0,0,43
mmlu/all/test/006693,post_defer,defer,1,0.0004939664704627308,0.9995060335295373,0.9995060335295373,-7.612548828125,-0.043701171875,-7.65625,0,A,C,,0,0,28
mmlu/all/test/006694,post_defer,defer,1,0.18198897778208853,0.8180110222179114,0.8180110222179114,-1.5029296875,-0.2314453125,-1.734375,0,D,B,,0,0,40
mmlu/all/test/006695,post_defer,defer,1,0.0007947254956253316,0.9992052745043747,0.9992052745043747,-7.13671875,-0.61328125,-7.75,1,B,B,,0,0,88
mmlu/all/test/006696,post_defer,defer,1,9.895928162244041e-05,0.9999010407183776,0.9999010407183776,-9.220703125,-0.091796875,-9.3125,1,C,C,,0,0,19
mmlu/all/test/006697,post_self,self,1,0.004673865560246754,0.9953261344397533,0.9953261344397533,-5.361083984375,-0.045166015625,-5.40625,1,D,D,,0,0,28
mmlu/all/test/006698,post_self,self,1,0.0024471623794584977,0.9975528376205415,0.9975528376205415,-6.0103759765625,-0.0208740234375,-6.03125,0,C,A,,0,0,30
mmlu/all/test/006699,post_defer,defer,1,0.0015055800690586543,0.9984944199309413,0.9984944199309413,-6.4970703125,-0.1279296875,-6.625,1,B,B,,0,0,20
mmlu/all/test/006700,post_self,self,1,0.001182126152234481,0.9988178738477655,0.9988178738477655,-6.7392578125,-0.1044921875,-6.84375,1,B,B,,0,0,162
mmlu/all/test/006701,post_self,self,1,0.00012231493745426403,0.9998776850625457,0.9998776850625457,-9.0087890625,-0.2412109375,-9.25,1,B,B,,0,0,159
mmlu/all/test/006702,post_defer,defer,1,0.0231203033692529,0.9768796966307471,0.9768796966307471,-3.74365234375,-0.05322265625,-3.796875,1,D,D,,0,0,21
mmlu/all/test/006703,post_self,self,1,2.7268103918219767e-05,0.9999727318960818,0.9999727318960818,-10.509765625,-0.177734375,-10.6875,1,D,D,,0,0,24
mmlu/all/test/006704,post_defer,defer,1,0.0007197836432760604,0.9992802163567239,0.9992802163567239,-7.23583984375,-0.04541015625,-7.28125,1,C,C,,0,0,19
mmlu/all/test/006705,post_defer,defer,1,0.004609572179374208,0.9953904278206258,0.9953904278206258,-5.375,-2.46875,-7.84375,1,D,D,,0,0,109
mmlu/all/test/006706,post_defer,defer,1,0.008577485413711986,0.991422514586288,0.991422514586288,-4.75,-0.09375,-4.84375,0,B,A,,0,0,21
mmlu/all/test/006707,post_defer,defer,1,0.00038165740435497776,0.999618342595645,0.999618342595645,-7.87060546875,-0.06689453125,-7.9375,0,C,D,,0,0,88
mmlu/all/test/006708,post_self,self,1,0.02926364407297866,0.9707363559270213,0.9707363559270213,-3.501708984375,-0.060791015625,-3.5625,1,C,C,,0,0,38
mmlu/all/test/006709,post_self,self,1,9.491335931186739e-05,0.9999050866406881,0.9999050866406881,-9.262451171875,-0.050048828125,-9.3125,1,C,C,,0,0,30
mmlu/all/test/006710,post_defer,defer,1,0.11951086374144179,0.8804891362585582,0.8804891362585582,-1.9970703125,-0.1591796875,-2.15625,0,C,A,,0,0,34
mmlu/all/test/006711,post_self,self,1,0.0001080495591152451,0.9998919504408847,0.9998919504408847,-9.1328125,-0.0546875,-9.1875,1,A,A,,0,0,118
mmlu/all/test/006712,post_defer,defer,1,0.11910042734693235,0.8808995726530676,0.8808995726530676,-2.0009765625,-0.1552734375,-2.15625,1,D,D,,0,0,28
mmlu/all/test/006713,post_self,self,1,0.007482369082146074,0.9925176309178539,0.9925176309178539,-4.8876953125,-0.1748046875,-5.0625,1,B,B,,0,0,25
mmlu/all/test/006714,post_defer,defer,1,0.011072160183234295,0.9889278398167657,0.9889278398167657,-4.4921875,-0.0703125,-4.5625,1,B,B,,0,0,24
mmlu/all/test/006715,post_defer,defer,1,0.000388233368574485,0.9996117666314255,0.9996117666314255,-7.853515625,-0.146484375,-8.0,0,A,B,,0,0,230
mmlu/all/test/006716,post_self,self,1,1.6366401093826177e-05,0.9999836335989062,0.9999836335989062,-11.020263671875,-0.042236328125,-11.0625,1,D,D,,0,0,28
mmlu/all/test/006717,post_self,self,1,0.00014181577957079916,0.9998581842204292,0.9998581842204292,-8.86083984375,-0.07666015625,-8.9375,1,A,A,,0,0,32
mmlu/all/test/006718,post_self,self,1,0.00011018041091029862,0.9998898195890897,0.9998898195890897,-9.11328125,-0.13671875,-9.25,1,A,A,,0,0,118
mmlu/all/test/006719,post_defer,defer,1,0.015936993640783374,0.9840630063592166,0.9840630063592166,-4.123046875,-0.064453125,-4.1875,0,D,A,,0,0,23
mmlu/all/test/006720,post_self,self,1,0.0003379794251899563,0.99966202057481,0.99966202057481,-7.9921875,-0.9453125,-8.9375,1,C,C,,0,0,155
mmlu/all/test/006721,post_defer,defer,1,0.222362226659299,0.7776377733407009,0.7776377733407009,-1.251953125,-0.287109375,-1.5390625,0,A,C,,0,0,42
mmlu/all/test/006722,post_self,self,1,7.811483306372579e-07,0.9999992188516693,0.9999992188516693,-14.0625,-3.5625,-17.625,1,A,A,,0,0,29
mmlu/all/test/006723,post_defer,defer,1,0.003642891051949019,0.996357108948051,0.996357108948051,-5.611328125,-0.419921875,-6.03125,1,B,B,,0,0,71
mmlu/all/test/006724,post_self,self,1,0.00048643063970318007,0.9995135693602968,0.9995135693602968,-7.6279296875,-0.0908203125,-7.71875,1,D,D,,0,0,21
mmlu/all/test/006725,post_defer,defer,1,0.025945014560410897,0.9740549854395891,0.9740549854395891,-3.62548828125,-0.10888671875,-3.734375,0,C,A,,0,0,47
mmlu/all/test/006726,post_defer,defer,1,0.018172575214343407,0.9818274247856565,0.9818274247856565,-3.989501953125,-0.041748046875,-4.03125,0,B,A,,0,0,27
mmlu/all/test/006727,post_self,self,1,5.245676727216796e-05,0.9999475432327278,0.9999475432327278,-9.85546875,-0.70703125,-10.5625,1,D,D,,0,0,110
mmlu/all/test/006728,post_defer,defer,1,0.008577485413711986,0.991422514586288,0.991422514586288,-4.75,-0.09375,-4.84375,1,B,B,,0,0,29
mmlu/all/test/006729,post_self,self,1,0.0001760561954261246,0.9998239438045738,0.9998239438045738,-8.64453125,-0.29296875,-8.9375,1,C,C,,0,0,60
mmlu/all/test/006730,post_defer,defer,1,0.0011740822246468028,0.9988259177753532,0.9988259177753532,-6.74609375,-0.59765625,-7.34375,1,B,B,,0,0,91
mmlu/all/test/006731,post_self,self,1,0.00022693385749600556,0.9997730661425039,0.9997730661425039,-8.390625,-0.296875,-8.6875,1,C,C,,0,0,45
mmlu/all/test/006732,post_self,self,1,7.155255721941008e-06,0.9999928447442781,0.9999928447442781,-11.84765625,-0.08984375,-11.9375,1,D,D,,0,0,118
mmlu/all/test/006733,post_defer,defer,1,0.0013380080792226975,0.9986619919207773,0.9986619919207773,-6.615234375,-0.197265625,-6.8125,1,B,B,,0,0,29
mmlu/all/test/006734,post_defer,defer,1,0.0006361912109467575,0.9993638087890533,0.9993638087890533,-7.359375,-0.359375,-7.71875,0,A,C,,0,0,41
mmlu/all/test/006735,post_self,self,1,0.0006181360859404049,0.9993818639140596,0.9993818639140596,-7.38818359375,-0.04931640625,-7.4375,1,C,C,,0,0,23
mmlu/all/test/006736,post_defer,defer,1,0.22337706178344302,0.776622938216557,0.776622938216557,-1.24609375,-0.26953125,-1.515625,0,D,B,,0,0,19
mmlu/all/test/006737,post_self,self,1,2.8161149025470573e-05,0.9999718388509745,0.9999718388509745,-10.4775390625,-0.1474609375,-10.625,1,A,A,,0,0,23
mmlu/all/test/006738,post_self,self,1,0.0010387972962206979,0.9989612027037793,0.9989612027037793,-6.86865234375,-0.10009765625,-6.96875,1,A,A,,0,0,19
mmlu/all/test/006739,post_self,self,1,0.0002251682418562381,0.9997748317581437,0.9997748317581437,-8.3984375,-0.1015625,-8.5,1,C,C,,0,0,39
mmlu/all/test/006740,post_self,self,1,3.1906795837927974e-06,0.9999968093204162,0.9999968093204162,-12.6552734375,-0.0322265625,-12.6875,1,D,D,,0,0,29
mmlu/all/test/006741,post_self,self,1,0.00020027376671813928,0.9997997262332818,0.9997997262332818,-8.515625,-0.421875,-8.9375,1,C,C,,0,0,86
mmlu/all/test/006742,post_self,self,1,2.484905512174014e-06,0.9999975150944879,0.9999975150944879,-12.9052734375,-0.0322265625,-12.9375,1,B,B,,0,0,27
mmlu/all/test/006743,post_defer,defer,1,0.007471498435774369,0.9925285015642257,0.9925285015642257,-4.88916015625,-0.07958984375,-4.96875,1,B,B,,0,0,49
mmlu/all/test/006744,post_defer,defer,1,0.37754066879814546,0.6224593312018545,0.6224593312018545,-0.5,-0.49609375,-0.99609375,0,A,C,,0,0,20
mmlu/all/test/006745,post_defer,defer,1,0.029222060523305136,0.9707779394766949,0.9707779394766949,-3.503173828125,-0.059326171875,-3.5625,0,B,A,,0,0,27
mmlu/all/test/006746,post_defer,defer,1,0.004603974583599167,0.9953960254164008,0.9953960254164008,-5.376220703125,-0.061279296875,-5.4375,1,C,C,,0,0,28
mmlu/all/test/006747,post_self,self,1,0.00133279863248546,0.9986672013675145,0.9986672013675145,-6.619140625,-0.318359375,-6.9375,1,A,A,,0,0,23
mmlu/all/test/006748,post_defer,defer,1,0.37754066879814546,0.6224593312018545,0.6224593312018545,-0.5,-0.515625,-1.015625,1,B,B,,0,0,28
mmlu/all/test/006749,post_self,self,1,0.0022035523872398354,0.9977964476127602,0.9977964476127602,-6.115478515625,-0.040771484375,-6.15625,1,B,B,,0,0,90
mmlu/all/test/006750,post_self,self,1,8.547616611085636e-05,0.9999145238338891,0.9999145238338891,-9.3671875,-1.3203125,-10.6875,1,D,D,,0,0,112
mmlu/all/test/006751,post_self,self,1,3.9116550324874385e-05,0.9999608834496752,0.9999608834496752,-10.14892578125,-0.03857421875,-10.1875,1,C,C,,0,0,31
mmlu/all/test/006752,post_self,self,1,0.004041538648756288,0.9959584613512437,0.9959584613512437,-5.507080078125,-0.055419921875,-5.5625,1,C,C,,0,0,51
mmlu/all/test/006753,post_defer,defer,1,0.0010005044009099887,0.99899949559909,0.99899949559909,-6.90625,-2.59375,-9.5,1,C,C,,0,0,29
mmlu/all/test/006754,post_defer,defer,1,0.06773144892184522,0.9322685510781548,0.9322685510781548,-2.6220703125,-0.2060546875,-2.828125,1,B,B,,0,0,85
mmlu/all/test/006755,post_defer,defer,1,0.00015598027633743824,0.9998440197236625,0.9998440197236625,-8.765625,-3.609375,-12.375,0,C,D,,0,0,20
mmlu/all/test/006756,post_self,self,1,3.883110986877899e-05,0.9999611688901312,0.9999611688901312,-10.15625,-0.53125,-10.6875,1,C,C,,0,0,38
mmlu/all/test/006757,post_self,self,1,1.657145250594806e-05,0.999983428547494,0.999983428547494,-11.0078125,-0.2421875,-11.25,1,B,B,,0,0,21
mmlu/all/test/006758,post_self,self,1,0.00020027376671813928,0.9997997262332818,0.9997997262332818,-8.515625,-1.609375,-10.125,1,D,D,,0,0,129
mmlu/all/test/006759,post_self,self,1,7.889262586245034e-06,0.9999921107374138,0.9999921107374138,-11.75,-1.8125,-13.5625,1,D,D,,0,0,95
mmlu/all/test/006760,post_defer,defer,1,0.18271700617352163,0.8172829938264784,0.8172829938264784,-1.498046875,-0.228515625,-1.7265625,1,C,C,,0,0,50
mmlu/all/test/006761,post_self,self,1,0.0003432999995057122,0.9996567000004943,0.9996567000004943,-7.9765625,-1.7734375,-9.75,1,C,C,,0,0,23
mmlu/all/test/006762,post_defer,defer,1,0.001727458626729702,0.9982725413732703,0.9982725413732703,-6.359375,-1.046875,-7.40625,1,C,C,,0,0,17
mmlu/all/test/006763,post_self,self,1,8.268492041763668e-05,0.9999173150795824,0.9999173150795824,-9.400390625,-0.412109375,-9.8125,0,C,B,,0,0,139
mmlu/all/test/006764,post_self,self,1,7.268543313201523e-05,0.999927314566868,0.999927314566868,-9.529296875,-0.220703125,-9.75,1,B,B,,0,0,156
mmlu/all/test/006765,post_defer,defer,1,0.014002823112112962,0.985997176887887,0.985997176887887,-4.25439453125,-0.08935546875,-4.34375,1,A,A,,0,0,31
mmlu/all/test/006766,post_self,self,1,0.00016298658072867668,0.9998370134192713,0.9998370134192713,-8.7216796875,-0.1533203125,-8.875,1,C,C,,0,0,88
mmlu/all/test/006767,post_defer,defer,1,0.000330152725097801,0.9996698472749022,0.9996698472749022,-8.015625,-2.921875,-10.9375,1,B,B,,0,0,59
mmlu/all/test/006768,post_self,self,1,0.012576348276879083,0.987423651723121,0.987423651723121,-4.36328125,-0.60546875,-4.96875,1,D,D,,0,0,55
mmlu/all/test/006769,post_defer,defer,1,0.0004373344035182828,0.9995626655964818,0.9995626655964818,-7.734375,-2.078125,-9.8125,0,C,D,,0,0,88
mmlu/all/test/006770,post_defer,defer,1,0.006692850924284856,0.9933071490757152,0.9933071490757152,-5.0,-1.15625,-6.15625,1,B,B,,0,0,46
mmlu/all/test/006771,post_self,self,1,0.00023231418862275664,0.9997676858113772,0.9997676858113772,-8.3671875,-0.3203125,-8.6875,1,C,C,,0,0,102
mmlu/all/test/006772,post_defer,defer,1,0.04740381913569921,0.9525961808643008,0.9525961808643008,-3.00048828125,-0.07763671875,-3.078125,1,B,B,,0,0,20
mmlu/all/test/006773,post_defer,defer,1,0.06025232132190057,0.9397476786780994,0.9397476786780994,-2.7470703125,-0.2216796875,-2.96875,0,D,A,,0,0,26
mmlu/all/test/006774,post_defer,defer,1,0.0031480705546296176,0.9968519294453704,0.9968519294453704,-5.7578125,-0.7109375,-6.46875,1,B,B,,0,0,108
mmlu/all/test/006775,post_self,self,1,0.0004301370014333445,0.9995698629985666,0.9995698629985666,-7.7509765625,-0.0302734375,-7.78125,1,D,D,,0,0,23
mmlu/all/test/006776,post_defer,defer,1,0.00866093122817875,0.9913390687718212,0.9913390687718212,-4.740234375,-0.103515625,-4.84375,0,A,C,,0,0,28
mmlu/all/test/006777,post_defer,defer,1,0.0007920159333439638,0.999207984066656,0.999207984066656,-7.14013671875,-0.07861328125,-7.21875,1,B,B,,0,0,18
mmlu/all/test/006778,post_defer,defer,1,0.14780102119088886,0.8521989788091111,0.8521989788091111,-1.751953125,-0.279296875,-2.03125,1,B,B,,0,0,77
mmlu/all/test/006779,post_self,self,1,0.0022170130229473865,0.9977829869770526,0.9977829869770526,-6.109375,-1.234375,-7.34375,1,A,A,,0,0,185
mmlu/all/test/006780,post_self,self,1,0.025908020914060952,0.974091979085939,0.974091979085939,-3.626953125,-0.076171875,-3.703125,0,C,A,,0,0,45
mmlu/all/test/006781,post_defer,defer,1,0.059784026740338565,0.9402159732596614,0.9402159732596614,-2.75537109375,-0.11962890625,-2.875,1,C,C,,0,0,52
mmlu/all/test/006782,post_defer,defer,1,0.0013096056548252163,0.9986903943451748,0.9986903943451748,-6.63671875,-0.98828125,-7.625,1,D,D,,0,0,161
mmlu/all/test/006783,post_defer,defer,1,0.008494836688577622,0.9915051633114224,0.9915051633114224,-4.759765625,-0.083984375,-4.84375,1,B,B,,0,0,19
mmlu/all/test/006784,post_defer,defer,1,0.20181322226037882,0.7981867777396212,0.7981867777396212,-1.375,-0.3828125,-1.7578125,0,A,B,,0,0,28
mmlu/all/test/006785,post_defer,defer,1,0.0025016967402642916,0.9974983032597358,0.9974983032597358,-5.98828125,-0.13671875,-6.125,1,A,A,,0,0,21
mmlu/all/test/006786,post_defer,defer,1,0.776622938216557,0.22337706178344297,0.22337706178344297,1.24609375,-1.5078125,-0.26171875,0,D,A,,0,0,20
mmlu/all/test/006787,post_self,self,1,0.00010554685795431097,0.9998944531420457,0.9998944531420457,-9.15625,-4.15625,-13.3125,1,A,A,,0,0,29
mmlu/all/test/006788,post_defer,defer,1,0.006797531550373378,0.9932024684496267,0.9932024684496267,-4.984375,-2.703125,-7.6875,0,B,D,,0,0,65
mmlu/all/test/006789,post_self,self,1,1.9073577192252485e-05,0.9999809264228078,0.9999809264228078,-10.8671875,-0.4453125,-11.3125,1,C,C,,0,0,85
mmlu/all/test/006790,post_self,self,1,0.0002880467692919925,0.999711953230708,0.999711953230708,-8.152099609375,-0.035400390625,-8.1875,1,D,D,,0,0,17
mmlu/all/test/006791,post_defer,defer,1,0.05994891671249762,0.9400510832875024,0.9400510832875024,-2.75244140625,-0.09130859375,-2.84375,0,A,B,,0,0,22
