task_id,route,model_decision,first_p_defer,first_p_self,first_margin,post_p_defer,post_p_self,post_margin,p_defer,p_self,margin,self_passed,reasoning_len,answer_len,actual_local_tokens
hendrycks_math/test/002872,early_defer,defer,0.914901,0.085099,2.375,0.904651,0.095349,2.25,0.914901,0.085099,2.375,0,1482,702,702
hendrycks_math/test/002873,early_defer,defer,0.815232,0.184768,1.4844,0.954647,0.045353,3.0469,0.815232,0.184768,1.4844,0,772,311,311
hendrycks_math/test/002874,early_defer,defer,0.562177,0.437823,0.25,0.912436,0.087564,2.3438,0.562177,0.437823,0.25,0,384,178,178
hendrycks_math/test/002875,early_defer,defer,0.607663,0.392337,0.4375,0.798187,0.201813,1.375,0.607663,0.392337,0.4375,0,407,183,183
hendrycks_math/test/002876,early_defer,defer,0.912436,0.087564,2.3438,0.91118,0.08882,2.3281,0.912436,0.087564,2.3438,0,475,231,231
hendrycks_math/test/002877,early_defer,defer,0.828939,0.171061,1.5781,0.949669,0.050331,2.9375,0.828939,0.171061,1.5781,0,3729,2049,2049
hendrycks_math/test/002878,early_defer,defer,0.879147,0.120853,1.9844,0.999375,0.000625,7.377,0.879147,0.120853,1.9844,0,913,522,522
hendrycks_math/test/002879,early_defer,defer,0.718594,0.281406,0.9375,0.519521,0.480479,0.0781,0.718594,0.281406,0.9375,0,119,61,61
hendrycks_math/test/002880,early_defer,defer,0.72487,0.27513,0.9688,0.904651,0.095349,2.25,0.72487,0.27513,0.9688,0,712,299,299
hendrycks_math/test/002881,early_defer,defer,0.939025,0.060975,2.7344,0.941223,0.058777,2.7734,0.939025,0.060975,2.7344,0,998,566,566
hendrycks_math/test/002882,early_defer,defer,0.672332,0.327668,0.7188,0.917303,0.082697,2.4062,0.672332,0.327668,0.7188,0,363,153,153
hendrycks_math/test/002883,post_defer,defer,0.437823,0.562177,-0.25,0.824462,0.175538,1.5469,0.824462,0.175538,1.5469,0,370,122,122
hendrycks_math/test/002884,early_defer,defer,0.861538,0.138462,1.8281,0.787931,0.212069,1.3125,0.861538,0.138462,1.8281,0,673,347,347
hendrycks_math/test/002885,early_defer,defer,0.800692,0.199308,1.3906,0.611382,0.388618,0.4531,0.800692,0.199308,1.3906,0,448,159,159
hendrycks_math/test/002886,early_defer,defer,0.914901,0.085099,2.375,0.985936,0.014064,4.25,0.914901,0.085099,2.375,0,603,268,268
hendrycks_math/test/002887,early_defer,defer,0.928409,0.071591,2.5625,0.893309,0.106691,2.125,0.928409,0.071591,2.5625,0,779,363,363
hendrycks_math/test/002888,early_defer,defer,0.843895,0.156105,1.6875,0.861538,0.138462,1.8281,0.843895,0.156105,1.6875,0,1228,568,568
hendrycks_math/test/002889,early_defer,defer,0.843895,0.156105,1.6875,0.819893,0.180107,1.5156,0.843895,0.156105,1.6875,0,767,328,328
hendrycks_math/test/002890,early_defer,defer,0.824462,0.175538,1.5469,0.831143,0.168857,1.5938,0.824462,0.175538,1.5469,0,221,115,115
hendrycks_math/test/002891,post_self,self,0.119203,0.880797,-2.0,0.086323,0.913677,-2.3594,0.086323,0.913677,-2.3594,0,235,112,112
hendrycks_math/test/002892,early_defer,defer,0.966914,0.033086,3.375,0.960361,0.039639,3.1875,0.966914,0.033086,3.375,0,957,388,388
hendrycks_math/test/002893,early_defer,defer,0.882428,0.117572,2.0156,0.957912,0.042088,3.125,0.882428,0.117572,2.0156,0,7304,2049,2049
hendrycks_math/test/002894,post_defer,defer,0.348645,0.651355,-0.625,0.651355,0.348645,0.625,0.651355,0.348645,0.625,0,373,95,95
hendrycks_math/test/002895,early_defer,defer,0.808067,0.191933,1.4375,0.307358,0.692642,-0.8125,0.808067,0.191933,1.4375,0,624,234,234
hendrycks_math/test/002896,early_defer,defer,0.972415,0.027585,3.5625,0.971564,0.028436,3.5312,0.972415,0.027585,3.5625,0,1909,1252,1252
hendrycks_math/test/002897,early_defer,defer,0.913677,0.086323,2.3594,0.989013,0.010987,4.5,0.913677,0.086323,2.3594,0,506,201,201
hendrycks_math/test/002898,early_defer,defer,0.960952,0.039048,3.2031,0.941654,0.058346,2.7812,0.960952,0.039048,3.2031,0,633,282,282
hendrycks_math/test/002899,early_defer,defer,0.805632,0.194368,1.4219,0.944995,0.055005,2.8438,0.805632,0.194368,1.4219,0,422,171,171
hendrycks_math/test/002900,early_defer,defer,0.90053,0.09947,2.2031,0.93196,0.06804,2.6172,0.90053,0.09947,2.2031,0,467,180,180
hendrycks_math/test/002901,early_defer,defer,0.930458,0.069542,2.5938,0.999795,0.000205,8.4941,0.930458,0.069542,2.5938,0,373,146,146
hendrycks_math/test/002902,early_defer,defer,0.577495,0.422505,0.3125,0.803174,0.196826,1.4062,0.577495,0.422505,0.3125,0,244,91,91
hendrycks_math/test/002903,post_defer,defer,0.48438,0.51562,-0.0625,0.718594,0.281406,0.9375,0.718594,0.281406,0.9375,0,1318,557,557
hendrycks_math/test/002904,early_defer,defer,0.607663,0.392337,0.4375,0.83762,0.16238,1.6406,0.607663,0.392337,0.4375,0,533,187,187
hendrycks_math/test/002905,post_defer,defer,0.294215,0.705785,-0.875,0.972415,0.027585,3.5625,0.972415,0.027585,3.5625,0,315,136,136
hendrycks_math/test/002906,early_defer,defer,0.7773,0.2227,1.25,0.963506,0.036494,3.2734,0.7773,0.2227,1.25,0,310,73,73
hendrycks_math/test/002907,early_defer,defer,0.963231,0.036769,3.2656,0.960063,0.039937,3.1797,0.963231,0.036769,3.2656,0,441,182,182
hendrycks_math/test/002908,early_defer,defer,0.812867,0.187133,1.4688,0.682574,0.317426,0.7656,0.812867,0.187133,1.4688,0,737,315,315
hendrycks_math/test/002909,early_defer,defer,0.882428,0.117572,2.0156,0.989592,0.010408,4.5547,0.882428,0.117572,2.0156,0,798,258,258
hendrycks_math/test/002910,early_defer,defer,0.928409,0.071591,2.5625,0.981595,0.018405,3.9766,0.928409,0.071591,2.5625,0,861,345,345
hendrycks_math/test/002911,early_defer,defer,0.896251,0.103749,2.1562,0.959762,0.040238,3.1719,0.896251,0.103749,2.1562,0,456,189,189
hendrycks_math/test/002912,early_defer,defer,0.909907,0.090093,2.3125,0.971129,0.028871,3.5156,0.909907,0.090093,2.3125,0,776,388,388
hendrycks_math/test/002913,early_defer,defer,0.880797,0.119203,2.0,0.92079,0.07921,2.4531,0.880797,0.119203,2.0,0,590,198,198
hendrycks_math/test/002914,early_defer,defer,0.930458,0.069542,2.5938,0.975577,0.024423,3.6875,0.930458,0.069542,2.5938,0,575,241,241
hendrycks_math/test/002915,early_defer,defer,0.979668,0.020332,3.875,0.893309,0.106691,2.125,0.979668,0.020332,3.875,0,3933,2048,2048
hendrycks_math/test/002916,post_self,self,0.453262,0.546738,-0.1875,0.08389,0.91611,-2.3906,0.08389,0.91611,-2.3906,1,254,58,58
hendrycks_math/test/002917,early_defer,defer,0.817574,0.182426,1.5,0.07056,0.92944,-2.5781,0.817574,0.182426,1.5,0,219,71,71
hendrycks_math/test/002918,early_defer,defer,0.97024,0.02976,3.4844,0.987568,0.012432,4.375,0.97024,0.02976,3.4844,0,454,242,242
hendrycks_math/test/002919,early_defer,defer,0.72487,0.27513,0.9688,0.970688,0.029312,3.5,0.72487,0.27513,0.9688,0,5054,2048,2048
hendrycks_math/test/002920,early_defer,defer,0.947381,0.052619,2.8906,0.932453,0.067547,2.625,0.947381,0.052619,2.8906,0,3457,2048,2048
hendrycks_math/test/002921,early_defer,defer,0.899121,0.100879,2.1875,0.946597,0.053403,2.875,0.899121,0.100879,2.1875,0,3288,2048,2048
hendrycks_math/test/002922,post_self,self,0.132964,0.867036,-1.875,0.057493,0.942507,-2.7969,0.057493,0.942507,-2.7969,1,202,78,78
hendrycks_math/test/002923,early_defer,defer,0.91118,0.08882,2.3281,0.999716,0.000284,8.168,0.91118,0.08882,2.3281,0,319,91,91
hendrycks_math/test/002924,early_defer,defer,0.969324,0.030676,3.4531,0.955319,0.044681,3.0625,0.969324,0.030676,3.4531,0,3715,2049,2049
hendrycks_math/test/002925,early_defer,defer,0.731059,0.268941,1.0,0.924142,0.075858,2.5,0.731059,0.268941,1.0,0,2806,2048,2048
hendrycks_math/test/002926,post_self,self,0.182426,0.817574,-1.5,0.256832,0.743168,-1.0625,0.256832,0.743168,-1.0625,0,432,96,96
hendrycks_math/test/002927,post_self,self,0.030215,0.969785,-3.4688,0.341582,0.658418,-0.6562,0.341582,0.658418,-0.6562,0,281,127,127
hendrycks_math/test/002928,post_self,self,0.072637,0.927363,-2.5469,0.003403,0.996597,-5.6797,0.003403,0.996597,-5.6797,1,229,100,100
hendrycks_math/test/002929,early_defer,defer,0.903294,0.096706,2.2344,0.943348,0.056652,2.8125,0.903294,0.096706,2.2344,0,3079,2049,2049
hendrycks_math/test/002930,post_self,self,0.100879,0.899121,-2.1875,0.037327,0.962673,-3.25,0.037327,0.962673,-3.25,1,349,163,163
hendrycks_math/test/002931,post_defer,defer,0.262842,0.737158,-1.0312,0.993661,0.006339,5.0547,0.993661,0.006339,5.0547,0,663,237,237
hendrycks_math/test/002932,early_defer,defer,0.51562,0.48438,0.0625,0.851953,0.148047,1.75,0.51562,0.48438,0.0625,0,327,145,145
hendrycks_math/test/002933,post_self,self,0.47658,0.52342,-0.0938,0.284576,0.715424,-0.9219,0.284576,0.715424,-0.9219,1,465,218,218
hendrycks_math/test/002934,early_defer,defer,0.817574,0.182426,1.5,0.828939,0.171061,1.5781,0.817574,0.182426,1.5,0,292,102,102
hendrycks_math/test/002935,early_defer,defer,0.798187,0.201813,1.375,0.937211,0.062789,2.7031,0.798187,0.201813,1.375,0,605,354,354
hendrycks_math/test/002936,post_self,self,0.142232,0.857768,-1.7969,0.025761,0.974239,-3.6328,0.025761,0.974239,-3.6328,0,307,105,105
hendrycks_math/test/002937,early_defer,defer,0.607663,0.392337,0.4375,0.819893,0.180107,1.5156,0.607663,0.392337,0.4375,0,1502,687,687
hendrycks_math/test/002938,early_defer,defer,0.72487,0.27513,0.9688,0.901921,0.098079,2.2188,0.72487,0.27513,0.9688,0,837,452,452
hendrycks_math/test/002939,early_defer,defer,0.861538,0.138462,1.8281,0.890294,0.109706,2.0938,0.861538,0.138462,1.8281,0,304,150,150
hendrycks_math/test/002940,early_defer,defer,0.83762,0.16238,1.6406,0.90599,0.09401,2.2656,0.83762,0.16238,1.6406,0,1218,636,636
hendrycks_math/test/002941,early_defer,defer,0.538983,0.461017,0.1562,0.746139,0.253861,1.0781,0.538983,0.461017,0.1562,0,633,380,380
hendrycks_math/test/002942,early_defer,defer,0.924142,0.075858,2.5,0.972415,0.027585,3.5625,0.924142,0.075858,2.5,0,3139,2049,2049
hendrycks_math/test/002943,early_defer,defer,0.969324,0.030676,3.4531,0.939913,0.060087,2.75,0.969324,0.030676,3.4531,0,4299,2048,2048
hendrycks_math/test/002944,early_defer,defer,0.894789,0.105211,2.1406,0.947381,0.052619,2.8906,0.894789,0.105211,2.1406,0,1303,471,471
hendrycks_math/test/002945,early_defer,defer,0.692642,0.307358,0.8125,0.503906,0.496094,0.0156,0.692642,0.307358,0.8125,0,370,187,187
hendrycks_math/test/002946,early_defer,defer,0.766294,0.233706,1.1875,0.887205,0.112795,2.0625,0.766294,0.233706,1.1875,0,3891,2048,2048
hendrycks_math/test/002947,early_defer,defer,0.766294,0.233706,1.1875,0.83762,0.16238,1.6406,0.766294,0.233706,1.1875,0,527,256,256
hendrycks_math/test/002948,early_defer,defer,0.924142,0.075858,2.5,0.99091,0.00909,4.6914,0.924142,0.075858,2.5,0,421,206,206
hendrycks_math/test/002949,early_defer,defer,0.785309,0.214691,1.2969,0.577495,0.422505,0.3125,0.785309,0.214691,1.2969,0,400,205,205
hendrycks_math/test/002950,early_defer,defer,0.92079,0.07921,2.4531,0.73412,0.26588,1.0156,0.92079,0.07921,2.4531,0,497,230,230
hendrycks_math/test/002951,early_defer,defer,0.824462,0.175538,1.5469,0.718594,0.281406,0.9375,0.824462,0.175538,1.5469,0,333,128,128
hendrycks_math/test/002952,early_defer,defer,0.974043,0.025957,3.625,0.9953,0.0047,5.3555,0.974043,0.025957,3.625,0,1046,491,491
hendrycks_math/test/002953,post_defer,defer,0.068537,0.931463,-2.6094,0.503906,0.496094,0.0156,0.503906,0.496094,0.0156,0,201,91,91
hendrycks_math/test/002954,early_defer,defer,0.941654,0.058346,2.7812,0.995354,0.004646,5.3672,0.941654,0.058346,2.7812,0,722,305,305
hendrycks_math/test/002955,early_defer,defer,0.936285,0.063715,2.6875,0.893309,0.106691,2.125,0.936285,0.063715,2.6875,0,939,424,424
hendrycks_math/test/002956,early_defer,defer,0.957278,0.042722,3.1094,0.938124,0.061876,2.7188,0.957278,0.042722,3.1094,0,750,372,372
hendrycks_math/test/002957,post_defer,defer,0.392337,0.607663,-0.4375,0.933431,0.066569,2.6406,0.933431,0.066569,2.6406,0,280,106,106
hendrycks_math/test/002958,early_defer,defer,0.966914,0.033086,3.375,0.956634,0.043366,3.0938,0.966914,0.033086,3.375,0,367,206,206
hendrycks_math/test/002959,early_defer,defer,0.845942,0.154058,1.7031,0.859664,0.140336,1.8125,0.845942,0.154058,1.7031,0,3524,2048,2048
hendrycks_math/test/002960,early_defer,defer,0.815232,0.184768,1.4844,0.787931,0.212069,1.3125,0.815232,0.184768,1.4844,0,450,171,171
hendrycks_math/test/002961,early_defer,defer,0.592667,0.407333,0.375,0.535098,0.464902,0.1406,0.592667,0.407333,0.375,0,475,191,191
hendrycks_math/test/002962,post_self,self,0.334589,0.665411,-0.6875,0.005957,0.994043,-5.1172,0.005957,0.994043,-5.1172,1,276,116,116
hendrycks_math/test/002963,early_defer,defer,0.969785,0.030215,3.4688,0.973037,0.026963,3.5859,0.969785,0.030215,3.4688,0,474,156,156
hendrycks_math/test/002964,early_defer,defer,0.977371,0.022629,3.7656,0.973241,0.026759,3.5938,0.977371,0.022629,3.7656,0,980,469,469
hendrycks_math/test/002965,post_self,self,0.2227,0.7773,-1.25,0.348645,0.651355,-0.625,0.348645,0.651355,-0.625,0,267,103,103
hendrycks_math/test/002966,post_defer,defer,0.377541,0.622459,-0.5,0.766294,0.233706,1.1875,0.766294,0.233706,1.1875,0,923,331,331
hendrycks_math/test/002967,early_defer,defer,0.908618,0.091382,2.2969,0.899121,0.100879,2.1875,0.908618,0.091382,2.2969,0,1217,537,537
hendrycks_math/test/002968,early_defer,defer,0.928409,0.071591,2.5625,0.975762,0.024238,3.6953,0.928409,0.071591,2.5625,0,407,205,205
hendrycks_math/test/002969,early_defer,defer,0.904651,0.095349,2.25,0.986468,0.013532,4.2891,0.904651,0.095349,2.25,0,504,231,231
hendrycks_math/test/002970,early_defer,defer,0.562177,0.437823,0.25,0.622459,0.377541,0.5,0.562177,0.437823,0.25,0,430,189,189
hendrycks_math/test/002971,early_defer,defer,0.897695,0.102305,2.1719,0.91848,0.08152,2.4219,0.897695,0.102305,2.1719,0,397,146,146
hendrycks_math/test/002972,early_defer,defer,0.973241,0.026759,3.5938,0.996876,0.003124,5.7656,0.973241,0.026759,3.5938,0,599,238,238
hendrycks_math/test/002973,early_defer,defer,0.853913,0.146087,1.7656,0.923039,0.076961,2.4844,0.853913,0.146087,1.7656,0,1552,813,813
hendrycks_math/test/002974,early_defer,defer,0.771843,0.228157,1.2188,0.718594,0.281406,0.9375,0.771843,0.228157,1.2188,0,253,118,118
hendrycks_math/test/002975,early_defer,defer,0.859664,0.140336,1.8125,0.893309,0.106691,2.125,0.859664,0.140336,1.8125,0,300,144,144
hendrycks_math/test/002976,early_defer,defer,0.798187,0.201813,1.375,0.932453,0.067547,2.625,0.798187,0.201813,1.375,0,541,197,197
hendrycks_math/test/002977,post_defer,defer,0.348645,0.651355,-0.625,0.766294,0.233706,1.1875,0.766294,0.233706,1.1875,0,382,145,145
hendrycks_math/test/002978,early_defer,defer,0.958538,0.041462,3.1406,0.928409,0.071591,2.5625,0.958538,0.041462,3.1406,0,5071,2048,2048
hendrycks_math/test/002979,post_self,self,0.090093,0.909907,-2.3125,0.049959,0.950041,-2.9453,0.049959,0.950041,-2.9453,1,242,107,107
hendrycks_math/test/002980,post_self,self,0.377541,0.622459,-0.5,0.214691,0.785309,-1.2969,0.214691,0.785309,-1.2969,1,232,78,78
hendrycks_math/test/002981,post_defer,defer,0.348645,0.651355,-0.625,0.51562,0.48438,0.0625,0.51562,0.48438,0.0625,1,261,94,94
hendrycks_math/test/002982,early_defer,defer,0.577495,0.422505,0.3125,0.899121,0.100879,2.1875,0.577495,0.422505,0.3125,0,529,215,215
hendrycks_math/test/002983,early_defer,defer,0.870597,0.129403,1.9062,0.999021,0.000979,6.9277,0.870597,0.129403,1.9062,0,344,101,101
hendrycks_math/test/002984,post_defer,defer,0.468791,0.531209,-0.125,0.839734,0.160266,1.6562,0.839734,0.160266,1.6562,0,437,199,199
hendrycks_math/test/002985,early_defer,defer,0.90053,0.09947,2.2031,0.972415,0.027585,3.5625,0.90053,0.09947,2.2031,0,4066,2049,2049
hendrycks_math/test/002986,early_defer,defer,0.931463,0.068537,2.6094,0.709019,0.290981,0.8906,0.931463,0.068537,2.6094,0,196,93,93
hendrycks_math/test/002987,early_defer,defer,0.749087,0.250913,1.0938,0.948917,0.051083,2.9219,0.749087,0.250913,1.0938,0,753,384,384
hendrycks_math/test/002988,early_defer,defer,0.699254,0.300746,0.8438,0.859664,0.140336,1.8125,0.699254,0.300746,0.8438,0,532,262,262
hendrycks_math/test/002989,early_defer,defer,0.933431,0.066569,2.6406,0.978385,0.021615,3.8125,0.933431,0.066569,2.6406,0,4016,2047,2047
hendrycks_math/test/002990,early_defer,defer,0.948155,0.051845,2.9062,0.977371,0.022629,3.7656,0.948155,0.051845,2.9062,0,834,231,231
hendrycks_math/test/002991,early_defer,defer,0.960952,0.039048,3.2031,0.974043,0.025957,3.625,0.960952,0.039048,3.2031,0,6482,2049,2049
hendrycks_math/test/002992,post_defer,defer,0.377541,0.622459,-0.5,0.718594,0.281406,0.9375,0.718594,0.281406,0.9375,0,352,168,168
hendrycks_math/test/002993,post_defer,defer,0.437823,0.562177,-0.25,0.66888,0.33112,0.7031,0.66888,0.33112,0.7031,1,695,276,276
hendrycks_math/test/002994,early_defer,defer,0.969324,0.030676,3.4531,0.939913,0.060087,2.75,0.969324,0.030676,3.4531,0,3901,2048,2048
hendrycks_math/test/002995,early_defer,defer,0.826712,0.173288,1.5625,0.851953,0.148047,1.75,0.826712,0.173288,1.5625,0,469,208,208
hendrycks_math/test/002996,early_defer,defer,0.752013,0.247987,1.1094,0.967163,0.032837,3.3828,0.752013,0.247987,1.1094,0,445,151,151
hendrycks_math/test/002997,early_defer,defer,0.937211,0.062789,2.7031,0.92944,0.07056,2.5781,0.937211,0.062789,2.7031,0,878,415,415
hendrycks_math/test/002998,early_defer,defer,0.828939,0.171061,1.5781,0.847968,0.152032,1.7188,0.828939,0.171061,1.5781,0,846,365,365
hendrycks_math/test/002999,early_defer,defer,0.817574,0.182426,1.5,0.998125,0.001875,6.2773,0.817574,0.182426,1.5,0,807,258,258
hendrycks_math/test/003000,early_defer,defer,0.901921,0.098079,2.2188,0.950411,0.049589,2.9531,0.901921,0.098079,2.2188,0,965,264,264
hendrycks_math/test/003001,early_defer,defer,0.805632,0.194368,1.4219,0.839734,0.160266,1.6562,0.805632,0.194368,1.4219,0,505,161,161
hendrycks_math/test/003002,post_self,self,0.078078,0.921922,-2.4688,0.020646,0.979354,-3.8594,0.020646,0.979354,-3.8594,1,70,38,38
hendrycks_math/test/003003,early_defer,defer,0.531209,0.468791,0.125,0.766294,0.233706,1.1875,0.531209,0.468791,0.125,0,459,135,135
hendrycks_math/test/003004,early_defer,defer,0.615088,0.384912,0.4688,0.955319,0.044681,3.0625,0.615088,0.384912,0.4688,0,646,282,282
hendrycks_math/test/003005,early_defer,defer,0.874077,0.125923,1.9375,0.868827,0.131173,1.8906,0.874077,0.125923,1.9375,0,1126,496,496
hendrycks_math/test/003006,early_defer,defer,0.861538,0.138462,1.8281,0.923039,0.076961,2.4844,0.861538,0.138462,1.8281,0,656,255,255
hendrycks_math/test/003007,early_defer,defer,0.577495,0.422505,0.3125,0.66888,0.33112,0.7031,0.577495,0.422505,0.3125,0,837,362,362
hendrycks_math/test/003008,early_defer,defer,0.909907,0.090093,2.3125,0.909907,0.090093,2.3125,0.909907,0.090093,2.3125,0,788,441,441
hendrycks_math/test/003009,early_defer,defer,0.91118,0.08882,2.3281,0.948537,0.051463,2.9141,0.91118,0.08882,2.3281,0,785,333,333
hendrycks_math/test/003010,early_defer,defer,0.949669,0.050331,2.9375,0.984456,0.015544,4.1484,0.949669,0.050331,2.9375,0,627,254,254
hendrycks_math/test/003011,early_defer,defer,0.843895,0.156105,1.6875,0.903294,0.096706,2.2344,0.843895,0.156105,1.6875,0,231,113,113
hendrycks_math/test/003012,early_defer,defer,0.872347,0.127653,1.9219,0.341582,0.658418,-0.6562,0.872347,0.127653,1.9219,0,382,222,222
hendrycks_math/test/003013,early_defer,defer,0.951863,0.048137,2.9844,0.890294,0.109706,2.0938,0.951863,0.048137,2.9844,0,789,298,298
hendrycks_math/test/003014,early_defer,defer,0.861538,0.138462,1.8281,0.947769,0.052231,2.8984,0.861538,0.138462,1.8281,0,956,449,449
hendrycks_math/test/003015,post_self,self,0.355775,0.644225,-0.5938,0.457137,0.542863,-0.1719,0.457137,0.542863,-0.1719,0,356,189,189
hendrycks_math/test/003016,early_defer,defer,0.897695,0.102305,2.1719,0.999137,0.000863,7.0547,0.897695,0.102305,2.1719,0,374,167,167
hendrycks_math/test/003017,early_defer,defer,0.692642,0.307358,0.8125,0.774583,0.225417,1.2344,0.692642,0.307358,0.8125,1,636,193,193
hendrycks_math/test/003018,early_defer,defer,0.92523,0.07477,2.5156,0.962391,0.037609,3.2422,0.92523,0.07477,2.5156,0,3138,1240,1240
hendrycks_math/test/003019,early_defer,defer,0.936285,0.063715,2.6875,0.973241,0.026759,3.5938,0.936285,0.063715,2.6875,0,695,310,310
hendrycks_math/test/003020,early_defer,defer,0.930458,0.069542,2.5938,0.940353,0.059647,2.7578,0.930458,0.069542,2.5938,0,2054,890,890
hendrycks_math/test/003021,early_defer,defer,0.808067,0.191933,1.4375,0.672332,0.327668,0.7188,0.808067,0.191933,1.4375,0,561,196,196
hendrycks_math/test/003022,early_defer,defer,0.884039,0.115961,2.0312,0.250913,0.749087,-1.0938,0.884039,0.115961,2.0312,0,1078,561,561
hendrycks_math/test/003023,post_self,self,0.125923,0.874077,-1.9375,0.050331,0.949669,-2.9375,0.050331,0.949669,-2.9375,1,598,274,274
hendrycks_math/test/003024,early_defer,defer,0.934395,0.065605,2.6562,0.718594,0.281406,0.9375,0.934395,0.065605,2.6562,0,538,286,286
hendrycks_math/test/003025,post_defer,defer,0.307358,0.692642,-0.8125,0.998125,0.001875,6.2773,0.998125,0.001875,6.2773,0,278,82,82
hendrycks_math/test/003026,post_defer,defer,0.5,0.5,0.0,0.805632,0.194368,1.4219,0.805632,0.194368,1.4219,0,445,169,169
hendrycks_math/test/003027,early_defer,defer,0.956634,0.043366,3.0938,0.974821,0.025179,3.6562,0.956634,0.043366,3.0938,1,609,297,297
hendrycks_math/test/003028,early_defer,defer,0.980281,0.019719,3.9062,0.988668,0.011332,4.4688,0.980281,0.019719,3.9062,0,867,442,442
hendrycks_math/test/003029,early_defer,defer,0.943348,0.056652,2.8125,0.957912,0.042088,3.125,0.943348,0.056652,2.8125,0,2655,2049,2049
hendrycks_math/test/003030,early_defer,defer,0.964321,0.035679,3.2969,0.93196,0.06804,2.6172,0.964321,0.035679,3.2969,0,1097,575,575
hendrycks_math/test/003031,early_defer,defer,0.955981,0.044019,3.0781,0.977371,0.022629,3.7656,0.955981,0.044019,3.0781,0,516,258,258
hendrycks_math/test/003032,early_defer,defer,0.980876,0.019124,3.9375,0.978385,0.021615,3.8125,0.980876,0.019124,3.9375,0,5256,2049,2049
hendrycks_math/test/003033,early_defer,defer,0.699254,0.300746,0.8438,0.923039,0.076961,2.4844,0.699254,0.300746,0.8438,0,483,245,245
hendrycks_math/test/003034,post_self,self,0.156105,0.843895,-1.6875,0.029091,0.970909,-3.5078,0.029091,0.970909,-3.5078,1,221,71,71
hendrycks_math/test/003035,early_defer,defer,0.847968,0.152032,1.7188,0.948155,0.051845,2.9062,0.847968,0.152032,1.7188,0,537,272,272
hendrycks_math/test/003036,early_defer,defer,0.923039,0.076961,2.4844,0.909265,0.090735,2.3047,0.923039,0.076961,2.4844,0,538,172,172
hendrycks_math/test/003037,early_defer,defer,0.849971,0.150029,1.7344,0.951863,0.048137,2.9844,0.849971,0.150029,1.7344,0,602,187,187
hendrycks_math/test/003038,post_defer,defer,0.341582,0.658418,-0.6562,0.679179,0.320821,0.75,0.679179,0.320821,0.75,1,269,78,78
hendrycks_math/test/003039,early_defer,defer,0.96641,0.03359,3.3594,0.941654,0.058346,2.7812,0.96641,0.03359,3.3594,0,439,160,160
hendrycks_math/test/003040,early_defer,defer,0.658418,0.341582,0.6562,0.709019,0.290981,0.8906,0.658418,0.341582,0.6562,0,203,80,80
hendrycks_math/test/003041,early_defer,defer,0.964321,0.035679,3.2969,0.90599,0.09401,2.2656,0.964321,0.035679,3.2969,0,487,192,192
hendrycks_math/test/003042,early_defer,defer,0.52342,0.47658,0.0938,0.201813,0.798187,-1.375,0.52342,0.47658,0.0938,0,530,184,184
hendrycks_math/test/003043,early_defer,defer,0.705785,0.294215,0.875,0.468791,0.531209,-0.125,0.705785,0.294215,0.875,0,572,205,205
hendrycks_math/test/003044,post_defer,defer,0.281406,0.718594,-0.9375,0.581303,0.418697,0.3281,0.581303,0.418697,0.3281,0,506,222,222
hendrycks_math/test/003045,post_defer,defer,0.422505,0.577495,-0.3125,0.936285,0.063715,2.6875,0.936285,0.063715,2.6875,0,5794,2049,2049
hendrycks_math/test/003046,early_defer,defer,0.651355,0.348645,0.625,0.771843,0.228157,1.2188,0.651355,0.348645,0.625,0,251,116,116
hendrycks_math/test/003047,early_defer,defer,0.957912,0.042088,3.125,0.953966,0.046034,3.0312,0.957912,0.042088,3.125,0,846,317,317
hendrycks_math/test/003048,early_defer,defer,0.562177,0.437823,0.25,0.695958,0.304042,0.8281,0.562177,0.437823,0.25,0,207,82,82
hendrycks_math/test/003049,post_self,self,0.268941,0.731059,-1.0,0.407333,0.592667,-0.375,0.407333,0.592667,-0.375,0,309,113,113
hendrycks_math/test/003050,early_defer,defer,0.875787,0.124213,1.9531,0.874077,0.125923,1.9375,0.875787,0.124213,1.9531,0,672,244,244
hendrycks_math/test/003051,post_self,self,0.307358,0.692642,-0.8125,0.030215,0.969785,-3.4688,0.030215,0.969785,-3.4688,1,44,22,22
hendrycks_math/test/003052,early_defer,defer,0.819893,0.180107,1.5156,0.746139,0.253861,1.0781,0.819893,0.180107,1.5156,0,1775,582,582
hendrycks_math/test/003053,early_defer,defer,0.955981,0.044019,3.0781,0.952574,0.047426,3.0,0.955981,0.044019,3.0781,0,657,197,197
hendrycks_math/test/003054,post_self,self,0.2227,0.7773,-1.25,0.01017,0.98983,-4.5781,0.01017,0.98983,-4.5781,1,155,67,67
hendrycks_math/test/003055,early_defer,defer,0.531209,0.468791,0.125,0.942082,0.057918,2.7891,0.531209,0.468791,0.125,0,694,233,233
hendrycks_math/test/003056,early_defer,defer,0.96378,0.03622,3.2812,0.936285,0.063715,2.6875,0.96378,0.03622,3.2812,0,4250,2048,2048
hendrycks_math/test/003057,early_defer,defer,0.637031,0.362969,0.5625,0.66888,0.33112,0.7031,0.637031,0.362969,0.5625,0,442,196,196
hendrycks_math/test/003058,early_defer,defer,0.880797,0.119203,2.0,0.948155,0.051845,2.9062,0.880797,0.119203,2.0,0,745,208,208
