task_id,route,model_decision,first_p_defer,first_p_self,first_margin,post_p_defer,post_p_self,post_margin,p_defer,p_self,margin,self_passed,reasoning_len,answer_len,actual_local_tokens
hendrycks_math/test/002113,post_self,self,0.013223,0.986777,-4.3125,0.002801,0.997199,-5.875,0.002801,0.997199,-5.875,0,360,141,141
hendrycks_math/test/002114,early_defer,defer,0.988313,0.011687,4.4375,0.880797,0.119203,2.0,0.988313,0.011687,4.4375,0,1054,387,387
hendrycks_math/test/002115,early_defer,defer,0.798187,0.201813,1.375,0.266644,0.733356,-1.0117,0.798187,0.201813,1.375,0,1055,485,485
hendrycks_math/test/002116,post_self,self,0.025957,0.974043,-3.625,0.001778,0.998222,-6.3306,0.001778,0.998222,-6.3306,1,637,241,241
hendrycks_math/test/002117,post_self,self,0.196826,0.803174,-1.4062,0.039565,0.960435,-3.1895,0.039565,0.960435,-3.1895,0,878,367,367
hendrycks_math/test/002118,post_defer,defer,0.399812,0.600188,-0.4062,0.683419,0.316581,0.7695,0.683419,0.316581,0.7695,0,1113,398,398
hendrycks_math/test/002119,early_defer,defer,0.970688,0.029312,3.5,0.960915,0.039085,3.2021,0.970688,0.029312,3.5,0,2076,846,846
hendrycks_math/test/002120,post_self,self,0.012821,0.987179,-4.3438,0.003957,0.996043,-5.5283,0.003957,0.996043,-5.5283,1,699,165,165
hendrycks_math/test/002121,post_self,self,0.031144,0.968856,-3.4375,0.004281,0.995719,-5.4492,0.004281,0.995719,-5.4492,1,1013,367,367
hendrycks_math/test/002122,early_defer,defer,0.629775,0.370225,0.5312,0.877687,0.122313,1.9707,0.629775,0.370225,0.5312,0,1867,571,571
hendrycks_math/test/002123,early_defer,defer,0.985936,0.014064,4.25,0.927034,0.072966,2.542,0.985936,0.014064,4.25,0,922,315,315
hendrycks_math/test/002124,early_defer,defer,0.835484,0.164516,1.625,0.819316,0.180684,1.5117,0.835484,0.164516,1.625,0,2684,1280,1280
hendrycks_math/test/002125,post_self,self,0.022977,0.977023,-3.75,0.002926,0.997074,-5.8313,0.002926,0.997074,-5.8313,1,1233,412,412
hendrycks_math/test/002126,early_defer,defer,0.949669,0.050331,2.9375,0.912592,0.087408,2.3457,0.949669,0.050331,2.9375,0,2380,708,708
hendrycks_math/test/002127,post_self,self,0.377541,0.622459,-0.5,0.076684,0.923316,-2.4883,0.076684,0.923316,-2.4883,1,838,277,277
hendrycks_math/test/002128,early_defer,defer,0.939913,0.060087,2.75,0.991491,0.008509,4.7581,0.939913,0.060087,2.75,0,2356,961,961
hendrycks_math/test/002129,post_self,self,0.027585,0.972415,-3.5625,0.007552,0.992448,-4.8784,0.007552,0.992448,-4.8784,1,1222,398,398
hendrycks_math/test/002130,early_defer,defer,0.978385,0.021615,3.8125,0.887205,0.112795,2.0625,0.978385,0.021615,3.8125,0,1027,362,362
hendrycks_math/test/002131,post_self,self,0.007121,0.992879,-4.9375,0.022977,0.977023,-3.75,0.022977,0.977023,-3.75,0,1279,507,507
hendrycks_math/test/002132,early_defer,defer,0.592667,0.407333,0.375,0.441673,0.558327,-0.2344,0.592667,0.407333,0.375,1,1638,636,636
hendrycks_math/test/002133,early_defer,defer,0.870597,0.129403,1.9062,0.957912,0.042088,3.125,0.870597,0.129403,1.9062,0,1731,583,583
hendrycks_math/test/002134,post_self,self,0.377541,0.622459,-0.5,0.302391,0.697609,-0.8359,0.302391,0.697609,-0.8359,0,1733,693,693
hendrycks_math/test/002135,early_defer,defer,0.863392,0.136608,1.8438,0.871256,0.128744,1.9121,0.863392,0.136608,1.8438,0,2299,881,881
hendrycks_math/test/002136,early_defer,defer,0.946597,0.053403,2.875,0.975762,0.024238,3.6953,0.946597,0.053403,2.875,0,5202,2049,2049
hendrycks_math/test/002137,post_self,self,0.007121,0.992879,-4.9375,0.000834,0.999166,-7.0889,0.000834,0.999166,-7.0889,1,565,184,184
hendrycks_math/test/002138,post_self,self,0.080357,0.919643,-2.4375,0.085709,0.914291,-2.3672,0.085709,0.914291,-2.3672,1,920,364,364
hendrycks_math/test/002139,post_self,self,0.019719,0.980281,-3.9062,0.000773,0.999227,-7.1643,0.000773,0.999227,-7.1643,1,942,317,317
hendrycks_math/test/002140,early_defer,defer,0.72487,0.27513,0.9688,0.960249,0.039751,3.1846,0.72487,0.27513,0.9688,0,2065,1271,1271
hendrycks_math/test/002141,post_self,self,0.048858,0.951142,-2.9688,0.042048,0.957952,-3.126,0.042048,0.957952,-3.126,1,759,306,306
hendrycks_math/test/002142,early_defer,defer,0.817574,0.182426,1.5,0.898767,0.101233,2.1836,0.817574,0.182426,1.5,0,1408,679,679
hendrycks_math/test/002143,early_defer,defer,0.531209,0.468791,0.125,0.566978,0.433022,0.2695,0.531209,0.468791,0.125,1,2398,995,995
hendrycks_math/test/002144,post_self,self,0.362969,0.637031,-0.5625,0.06767,0.93233,-2.623,0.06767,0.93233,-2.623,1,2988,1402,1402
hendrycks_math/test/002145,early_defer,defer,0.651355,0.348645,0.625,0.778312,0.221688,1.2559,0.651355,0.348645,0.625,0,2109,941,941
hendrycks_math/test/002146,early_defer,defer,0.938124,0.061876,2.7188,0.950503,0.049497,2.9551,0.938124,0.061876,2.7188,0,2014,939,939
hendrycks_math/test/002147,early_defer,defer,0.72487,0.27513,0.9688,0.896795,0.103205,2.1621,0.72487,0.27513,0.9688,1,2086,647,647
hendrycks_math/test/002148,early_defer,defer,0.855851,0.144149,1.7812,0.755637,0.244363,1.1289,0.855851,0.144149,1.7812,1,2316,1126,1126
hendrycks_math/test/002149,early_defer,defer,0.949669,0.050331,2.9375,0.978865,0.021135,3.8354,0.949669,0.050331,2.9375,0,3312,1677,1677
hendrycks_math/test/002150,post_self,self,0.262842,0.737158,-1.0312,0.058939,0.941061,-2.7705,0.058939,0.941061,-2.7705,1,1344,604,604
hendrycks_math/test/002151,early_defer,defer,0.884039,0.115961,2.0312,0.802246,0.197754,1.4004,0.884039,0.115961,2.0312,0,2567,1163,1163
hendrycks_math/test/002152,early_defer,defer,0.651355,0.348645,0.625,0.153042,0.846958,-1.7109,0.651355,0.348645,0.625,0,1044,386,386
hendrycks_math/test/002153,post_self,self,0.407333,0.592667,-0.375,0.022955,0.977045,-3.751,0.022955,0.977045,-3.751,1,876,376,376
hendrycks_math/test/002154,post_self,self,0.160266,0.839734,-1.6562,0.002736,0.997264,-5.8984,0.002736,0.997264,-5.8984,1,1311,548,548
hendrycks_math/test/002155,early_defer,defer,0.808067,0.191933,1.4375,0.858006,0.141994,1.7988,0.808067,0.191933,1.4375,0,2736,1160,1160
hendrycks_math/test/002156,post_self,self,0.348645,0.651355,-0.625,0.247623,0.752377,-1.1113,0.247623,0.752377,-1.1113,0,1652,695,695
hendrycks_math/test/002157,early_defer,defer,0.592667,0.407333,0.375,0.019197,0.980803,-3.9336,0.592667,0.407333,0.375,0,1924,727,727
hendrycks_math/test/002158,early_defer,defer,0.968856,0.031144,3.4375,0.983847,0.016153,4.1094,0.968856,0.031144,3.4375,0,3579,2048,2048
hendrycks_math/test/002159,post_self,self,0.047426,0.952574,-3.0,0.249447,0.750553,-1.1016,0.249447,0.750553,-1.1016,1,588,279,279
hendrycks_math/test/002160,post_defer,defer,0.414899,0.585101,-0.3438,0.96569,0.03431,3.3374,0.96569,0.03431,3.3374,0,939,356,356
hendrycks_math/test/002161,post_self,self,0.140336,0.859664,-1.8125,0.068226,0.931774,-2.6143,0.068226,0.931774,-2.6143,1,2674,1172,1172
hendrycks_math/test/002162,post_self,self,0.262842,0.737158,-1.0312,0.007421,0.992579,-4.896,0.007421,0.992579,-4.896,1,1916,686,686
hendrycks_math/test/002163,early_defer,defer,0.880797,0.119203,2.0,0.975577,0.024423,3.6875,0.880797,0.119203,2.0,0,3543,2049,2049
hendrycks_math/test/002164,post_self,self,0.320821,0.679179,-0.75,0.247623,0.752377,-1.1113,0.247623,0.752377,-1.1113,1,1795,694,694
hendrycks_math/test/002165,early_defer,defer,0.936285,0.063715,2.6875,0.736021,0.263979,1.0254,0.936285,0.063715,2.6875,1,1594,729,729
hendrycks_math/test/002166,early_defer,defer,0.731059,0.268941,1.0,0.88263,0.11737,2.0176,0.731059,0.268941,1.0,1,627,202,202
hendrycks_math/test/002167,early_defer,defer,0.705785,0.294215,0.875,0.566978,0.433022,0.2695,0.705785,0.294215,0.875,1,2702,1178,1178
hendrycks_math/test/002168,early_defer,defer,0.731059,0.268941,1.0,0.598312,0.401688,0.3984,0.731059,0.268941,1.0,1,607,267,267
hendrycks_math/test/002169,early_defer,defer,0.960361,0.039639,3.1875,0.969527,0.030473,3.46,0.960361,0.039639,3.1875,1,1510,720,720
hendrycks_math/test/002170,early_defer,defer,0.917303,0.082697,2.4062,0.739422,0.260578,1.043,0.917303,0.082697,2.4062,0,2667,1589,1589
hendrycks_math/test/002171,early_defer,defer,0.928409,0.071591,2.5625,0.880797,0.119203,2.0,0.928409,0.071591,2.5625,0,2118,1108,1108
hendrycks_math/test/002172,post_self,self,0.006693,0.993307,-5.0,0.003071,0.996929,-5.7828,0.003071,0.996929,-5.7828,1,970,355,355
hendrycks_math/test/002173,post_self,self,0.031144,0.968856,-3.4375,0.009683,0.990317,-4.6277,0.009683,0.990317,-4.6277,0,761,351,351
hendrycks_math/test/002174,post_self,self,0.103749,0.896251,-2.1562,0.148047,0.851953,-1.75,0.148047,0.851953,-1.75,0,1804,790,790
hendrycks_math/test/002175,early_defer,defer,0.877477,0.122523,1.9688,0.805938,0.194062,1.4238,0.877477,0.122523,1.9688,0,3507,1798,1798
hendrycks_math/test/002176,post_self,self,0.115961,0.884039,-2.0312,0.048383,0.951617,-2.979,0.048383,0.951617,-2.979,1,983,386,386
hendrycks_math/test/002177,early_defer,defer,0.964855,0.035145,3.3125,0.949949,0.050051,2.9434,0.964855,0.035145,3.3125,0,2191,1027,1027
hendrycks_math/test/002178,early_defer,defer,0.743168,0.256832,1.0625,0.352202,0.647798,-0.6094,0.743168,0.256832,1.0625,0,1817,614,614
hendrycks_math/test/002179,early_defer,defer,0.562177,0.437823,0.25,0.167763,0.832237,-1.6016,0.562177,0.437823,0.25,1,572,256,256
hendrycks_math/test/002180,early_defer,defer,0.887205,0.112795,2.0625,0.884838,0.115162,2.0391,0.887205,0.112795,2.0625,0,2455,1120,1120
hendrycks_math/test/002181,post_self,self,0.196826,0.803174,-1.4062,0.224735,0.775265,-1.2383,0.224735,0.775265,-1.2383,1,937,406,406
hendrycks_math/test/002182,early_defer,defer,0.629775,0.370225,0.5312,0.839997,0.160003,1.6582,0.629775,0.370225,0.5312,0,3712,1699,1699
hendrycks_math/test/002183,early_defer,defer,0.909907,0.090093,2.3125,0.985663,0.014337,4.2305,0.909907,0.090093,2.3125,0,3722,2048,2048
hendrycks_math/test/002184,post_self,self,0.377541,0.622459,-0.5,0.148047,0.851953,-1.75,0.148047,0.851953,-1.75,0,1816,735,735
hendrycks_math/test/002185,early_defer,defer,0.983085,0.016915,4.0625,0.895888,0.104112,2.1523,0.983085,0.016915,4.0625,1,2340,1174,1174
hendrycks_math/test/002186,early_defer,defer,0.909907,0.090093,2.3125,0.972046,0.027954,3.5488,0.909907,0.090093,2.3125,0,1930,963,963
hendrycks_math/test/002187,post_defer,defer,0.355775,0.644225,-0.5938,0.663669,0.336331,0.6797,0.663669,0.336331,0.6797,0,1946,704,704
hendrycks_math/test/002188,early_defer,defer,0.952574,0.047426,3.0,0.986777,0.013223,4.3125,0.952574,0.047426,3.0,0,4136,2048,2048
hendrycks_math/test/002189,early_defer,defer,0.817574,0.182426,1.5,0.896976,0.103024,2.1641,0.817574,0.182426,1.5,0,1901,786,786
hendrycks_math/test/002190,early_defer,defer,0.970688,0.029312,3.5,0.994675,0.005325,5.23,0.970688,0.029312,3.5,0,3003,1592,1592
hendrycks_math/test/002191,early_defer,defer,0.766294,0.233706,1.1875,0.936518,0.063482,2.6914,0.766294,0.233706,1.1875,0,1570,628,628
hendrycks_math/test/002192,post_self,self,0.035145,0.964855,-3.3125,0.067485,0.932515,-2.626,0.067485,0.932515,-2.626,0,631,241,241
hendrycks_math/test/002193,early_defer,defer,0.718594,0.281406,0.9375,0.185062,0.814938,-1.4824,0.718594,0.281406,0.9375,1,1618,785,785
hendrycks_math/test/002194,post_self,self,0.437823,0.562177,-0.25,0.015029,0.984971,-4.1826,0.015029,0.984971,-4.1826,1,1450,678,678
hendrycks_math/test/002195,early_defer,defer,0.953966,0.046034,3.0312,0.942612,0.057388,2.7988,0.953966,0.046034,3.0312,0,2355,1038,1038
hendrycks_math/test/002196,post_self,self,0.182426,0.817574,-1.5,0.012504,0.987496,-4.3691,0.012504,0.987496,-4.3691,1,914,434,434
hendrycks_math/test/002197,early_defer,defer,0.983085,0.016915,4.0625,0.968944,0.031056,3.4404,0.983085,0.016915,4.0625,0,2642,1380,1380
hendrycks_math/test/002198,early_defer,defer,0.989672,0.010328,4.5625,0.965932,0.034068,3.3447,0.989672,0.010328,4.5625,0,1546,814,814
hendrycks_math/test/002199,post_self,self,0.233706,0.766294,-1.1875,0.029008,0.970992,-3.5107,0.029008,0.970992,-3.5107,0,1898,764,764
hendrycks_math/test/002200,early_defer,defer,0.562177,0.437823,0.25,0.242206,0.757794,-1.1406,0.562177,0.437823,0.25,0,1456,741,741
hendrycks_math/test/002201,early_defer,defer,0.939913,0.060087,2.75,0.961425,0.038575,3.2158,0.939913,0.060087,2.75,0,1718,756,756
hendrycks_math/test/002202,post_self,self,0.407333,0.592667,-0.375,0.380299,0.619701,-0.4883,0.380299,0.619701,-0.4883,0,2339,820,820
hendrycks_math/test/002203,early_defer,defer,0.939913,0.060087,2.75,0.985496,0.014504,4.2188,0.939913,0.060087,2.75,0,1965,899,899
hendrycks_math/test/002204,early_defer,defer,0.835484,0.164516,1.625,0.274351,0.725649,-0.9727,0.835484,0.164516,1.625,1,2645,1194,1194
hendrycks_math/test/002205,post_self,self,0.239349,0.760651,-1.1562,0.439747,0.560253,-0.2422,0.439747,0.560253,-0.2422,1,1095,374,374
hendrycks_math/test/002206,early_defer,defer,0.622459,0.377541,0.5,0.53607,0.46393,0.1445,0.622459,0.377541,0.5,0,1198,548,548
hendrycks_math/test/002207,early_defer,defer,0.964855,0.035145,3.3125,0.731826,0.268174,1.0039,0.964855,0.035145,3.3125,1,1413,512,512
hendrycks_math/test/002208,early_defer,defer,0.985936,0.014064,4.25,0.985014,0.014986,4.1855,0.985936,0.014064,4.25,0,2537,1216,1216
hendrycks_math/test/002209,post_self,self,0.5,0.5,0.0,0.113776,0.886224,-2.0527,0.113776,0.886224,-2.0527,1,978,400,400
hendrycks_math/test/002210,early_defer,defer,0.803174,0.196826,1.4062,0.224735,0.775265,-1.2383,0.803174,0.196826,1.4062,1,2418,1080,1080
hendrycks_math/test/002211,early_defer,defer,0.939913,0.060087,2.75,0.968261,0.031739,3.418,0.939913,0.060087,2.75,0,2692,1322,1322
hendrycks_math/test/002212,post_defer,defer,0.27513,0.72487,-0.9688,0.898678,0.101322,2.1826,0.898678,0.101322,2.1826,0,988,434,434
hendrycks_math/test/002213,early_defer,defer,0.859664,0.140336,1.8125,0.629775,0.370225,0.5312,0.859664,0.140336,1.8125,0,1455,568,568
hendrycks_math/test/002214,early_defer,defer,0.974043,0.025957,3.625,0.964722,0.035278,3.3086,0.974043,0.025957,3.625,0,1828,818,818
hendrycks_math/test/002215,post_self,self,0.050331,0.949669,-2.9375,0.002047,0.997953,-6.1891,0.002047,0.997953,-6.1891,1,559,232,232
hendrycks_math/test/002216,post_self,self,0.095349,0.904651,-2.25,0.005598,0.994402,-5.1797,0.005598,0.994402,-5.1797,1,673,226,226
hendrycks_math/test/002217,early_defer,defer,0.938124,0.061876,2.7188,0.985997,0.014003,4.2544,0.938124,0.061876,2.7188,0,2117,886,886
hendrycks_math/test/002218,early_defer,defer,0.914901,0.085099,2.375,0.840783,0.159217,1.6641,0.914901,0.085099,2.375,0,3049,1257,1257
hendrycks_math/test/002219,early_defer,defer,0.949669,0.050331,2.9375,0.382141,0.617859,-0.4805,0.949669,0.050331,2.9375,1,1279,486,486
hendrycks_math/test/002220,post_self,self,0.109706,0.890294,-2.0938,0.059483,0.940517,-2.7607,0.059483,0.940517,-2.7607,1,1971,694,694
hendrycks_math/test/002221,post_self,self,0.073696,0.926304,-2.5312,0.022716,0.977284,-3.7617,0.022716,0.977284,-3.7617,1,625,209,209
hendrycks_math/test/002222,early_defer,defer,0.835484,0.164516,1.625,0.295027,0.704973,-0.8711,0.835484,0.164516,1.625,0,1466,754,754
hendrycks_math/test/002223,early_defer,defer,0.904651,0.095349,2.25,0.414899,0.585101,-0.3438,0.904651,0.095349,2.25,1,2132,857,857
hendrycks_math/test/002224,early_defer,defer,0.692642,0.307358,0.8125,0.657538,0.342462,0.6523,0.692642,0.307358,0.8125,1,2285,1086,1086
hendrycks_math/test/002225,early_defer,defer,0.966914,0.033086,3.375,0.836821,0.163179,1.6348,0.966914,0.033086,3.375,0,2479,900,900
hendrycks_math/test/002226,early_defer,defer,0.685949,0.314051,0.7812,0.382141,0.617859,-0.4805,0.685949,0.314051,0.7812,1,2580,1146,1146
hendrycks_math/test/002227,post_self,self,0.196826,0.803174,-1.4062,0.066691,0.933309,-2.6387,0.066691,0.933309,-2.6387,1,771,301,301
hendrycks_math/test/002228,early_defer,defer,0.972415,0.027585,3.5625,0.992785,0.007215,4.9243,0.972415,0.027585,3.5625,0,2977,1520,1520
hendrycks_math/test/002229,early_defer,defer,0.637031,0.362969,0.5625,0.682574,0.317426,0.7656,0.637031,0.362969,0.5625,1,1224,444,444
hendrycks_math/test/002230,early_defer,defer,0.771843,0.228157,1.2188,0.821331,0.178669,1.5254,0.771843,0.228157,1.2188,1,2524,1259,1259
hendrycks_math/test/002231,early_defer,defer,0.985043,0.014957,4.1875,0.935347,0.064653,2.6719,0.985043,0.014957,4.1875,0,1266,594,594
hendrycks_math/test/002232,early_defer,defer,0.651355,0.348645,0.625,0.011083,0.988917,-4.4912,0.651355,0.348645,0.625,1,627,282,282
hendrycks_math/test/002233,early_defer,defer,0.859664,0.140336,1.8125,0.908618,0.091382,2.2969,0.859664,0.140336,1.8125,0,2081,742,742
hendrycks_math/test/002234,post_self,self,0.058346,0.941654,-2.7812,0.158956,0.841044,-1.666,0.158956,0.841044,-1.666,1,1180,492,492
hendrycks_math/test/002235,post_self,self,0.294215,0.705785,-0.875,0.004929,0.995071,-5.3076,0.004929,0.995071,-5.3076,1,1393,670,670
hendrycks_math/test/002236,post_defer,defer,0.245085,0.754915,-1.125,0.865224,0.134776,1.8594,0.865224,0.134776,1.8594,0,9922,2049,2049
hendrycks_math/test/002237,post_defer,defer,0.196826,0.803174,-1.4062,0.505859,0.494141,0.0234,0.505859,0.494141,0.0234,0,1879,921,921
hendrycks_math/test/002238,post_self,self,0.119203,0.880797,-2.0,0.077868,0.922132,-2.4717,0.077868,0.922132,-2.4717,1,2200,859,859
hendrycks_math/test/002239,early_defer,defer,0.990874,0.009126,4.6875,0.993599,0.006401,5.0449,0.990874,0.009126,4.6875,0,2218,1177,1177
hendrycks_math/test/002240,post_defer,defer,0.327668,0.672332,-0.7188,0.854642,0.145358,1.7715,0.854642,0.145358,1.7715,0,3088,1436,1436
hendrycks_math/test/002241,post_self,self,0.2227,0.7773,-1.25,0.045777,0.954223,-3.0371,0.045777,0.954223,-3.0371,1,1753,828,828
hendrycks_math/test/002242,early_defer,defer,0.943348,0.056652,2.8125,0.825027,0.174973,1.5508,0.943348,0.056652,2.8125,0,2556,1139,1139
hendrycks_math/test/002243,early_defer,defer,0.985043,0.014957,4.1875,0.955402,0.044598,3.0645,0.985043,0.014957,4.1875,0,1864,941,941
hendrycks_math/test/002244,post_self,self,0.212069,0.787931,-1.3125,0.059265,0.940735,-2.7646,0.059265,0.940735,-2.7646,1,833,311,311
hendrycks_math/test/002245,post_self,self,0.002981,0.997019,-5.8125,0.000171,0.999829,-8.6748,0.000171,0.999829,-8.6748,1,559,236,236
hendrycks_math/test/002246,post_self,self,0.090093,0.909907,-2.3125,0.006148,0.993852,-5.0854,0.006148,0.993852,-5.0854,1,787,401,401
hendrycks_math/test/002247,post_self,self,0.065605,0.934395,-2.6562,0.013769,0.986231,-4.2715,0.013769,0.986231,-4.2715,1,913,360,360
hendrycks_math/test/002248,early_defer,defer,0.7773,0.2227,1.25,0.895157,0.104843,2.1445,0.7773,0.2227,1.25,0,2177,995,995
hendrycks_math/test/002249,early_defer,defer,0.970688,0.029312,3.5,0.97801,0.02199,3.7949,0.970688,0.029312,3.5,0,3224,1395,1395
hendrycks_math/test/002250,early_defer,defer,0.867036,0.132964,1.875,0.568895,0.431105,0.2773,0.867036,0.132964,1.875,0,1846,713,713
hendrycks_math/test/002251,early_defer,defer,0.99478,0.00522,5.25,0.979315,0.020685,3.8574,0.99478,0.00522,5.25,0,3065,1259,1259
hendrycks_math/test/002252,post_defer,defer,0.2227,0.7773,-1.25,0.596433,0.403567,0.3906,0.596433,0.403567,0.3906,1,1194,524,524
hendrycks_math/test/002253,post_self,self,0.100879,0.899121,-2.1875,0.017062,0.982938,-4.0537,0.017062,0.982938,-4.0537,1,1247,536,536
hendrycks_math/test/002254,early_defer,defer,0.907312,0.092688,2.2812,0.973418,0.026582,3.6006,0.907312,0.092688,2.2812,0,3448,1712,1712
hendrycks_math/test/002255,early_defer,defer,0.899121,0.100879,2.1875,0.94366,0.05634,2.8184,0.899121,0.100879,2.1875,0,1447,643,643
hendrycks_math/test/002256,early_defer,defer,0.983085,0.016915,4.0625,0.949856,0.050144,2.9414,0.983085,0.016915,4.0625,0,1902,757,757
hendrycks_math/test/002257,early_defer,defer,0.973241,0.026759,3.5938,0.991983,0.008017,4.8181,0.973241,0.026759,3.5938,0,2718,779,779
hendrycks_math/test/002258,post_self,self,0.073696,0.926304,-2.5312,0.006748,0.993252,-4.9917,0.006748,0.993252,-4.9917,1,630,205,205
hendrycks_math/test/002259,post_self,self,0.196826,0.803174,-1.4062,0.106319,0.893681,-2.1289,0.106319,0.893681,-2.1289,1,1846,747,747
hendrycks_math/test/002260,early_defer,defer,0.851953,0.148047,1.75,0.037964,0.962036,-3.2324,0.851953,0.148047,1.75,1,1884,790,790
hendrycks_math/test/002261,post_self,self,0.362969,0.637031,-0.5625,0.382141,0.617859,-0.4805,0.382141,0.617859,-0.4805,0,1121,538,538
hendrycks_math/test/002262,early_defer,defer,0.952574,0.047426,3.0,0.735642,0.264358,1.0234,0.952574,0.047426,3.0,0,2909,1497,1497
hendrycks_math/test/002263,early_defer,defer,0.988313,0.011687,4.4375,0.97031,0.02969,3.4868,0.988313,0.011687,4.4375,0,1855,570,570
hendrycks_math/test/002264,early_defer,defer,0.718594,0.281406,0.9375,0.439747,0.560253,-0.2422,0.718594,0.281406,0.9375,0,1315,451,451
hendrycks_math/test/002265,early_defer,defer,0.531209,0.468791,0.125,0.251648,0.748352,-1.0898,0.531209,0.468791,0.125,0,1016,410,410
hendrycks_math/test/002266,post_self,self,0.109706,0.890294,-2.0938,0.006811,0.993189,-4.9824,0.006811,0.993189,-4.9824,1,1500,578,578
hendrycks_math/test/002267,post_self,self,0.050331,0.949669,-2.9375,0.00782,0.99218,-4.8433,0.00782,0.99218,-4.8433,1,886,327,327
hendrycks_math/test/002268,post_self,self,0.005555,0.994445,-5.1875,0.000269,0.999731,-8.2195,0.000269,0.999731,-8.2195,1,742,277,277
hendrycks_math/test/002269,post_self,self,0.106691,0.893309,-2.125,0.022999,0.977001,-3.749,0.022999,0.977001,-3.749,1,1113,439,439
hendrycks_math/test/002270,early_defer,defer,0.766294,0.233706,1.1875,0.949106,0.050894,2.9258,0.766294,0.233706,1.1875,0,3958,2049,2049
hendrycks_math/test/002271,early_defer,defer,0.978385,0.021615,3.8125,0.976669,0.023331,3.7344,0.978385,0.021615,3.8125,0,2240,699,699
hendrycks_math/test/002272,early_defer,defer,0.874077,0.125923,1.9375,0.764188,0.235812,1.1758,0.874077,0.125923,1.9375,0,1457,701,701
hendrycks_math/test/002273,early_defer,defer,0.987568,0.012432,4.375,0.567937,0.432063,0.2734,0.987568,0.012432,4.375,1,1831,757,757
hendrycks_math/test/002274,early_defer,defer,0.839734,0.160266,1.6562,0.858955,0.141045,1.8066,0.839734,0.160266,1.6562,0,1682,756,756
hendrycks_math/test/002275,post_self,self,0.025179,0.974821,-3.6562,0.046638,0.953362,-3.0176,0.046638,0.953362,-3.0176,1,1198,525,525
hendrycks_math/test/002276,post_self,self,0.437823,0.562177,-0.25,0.10904,0.89096,-2.1006,0.10904,0.89096,-2.1006,0,1918,746,746
hendrycks_math/test/002277,early_defer,defer,0.651355,0.348645,0.625,0.954478,0.045522,3.043,0.651355,0.348645,0.625,0,3953,2049,2049
hendrycks_math/test/002278,post_defer,defer,0.468791,0.531209,-0.125,0.909586,0.090414,2.3086,0.909586,0.090414,2.3086,0,2216,1143,1143
hendrycks_math/test/002279,post_self,self,0.384912,0.615088,-0.4688,0.070945,0.929055,-2.5723,0.070945,0.929055,-2.5723,1,1795,815,815
hendrycks_math/test/002280,early_defer,defer,0.952574,0.047426,3.0,0.955319,0.044681,3.0625,0.952574,0.047426,3.0,0,2163,947,947
hendrycks_math/test/002281,early_defer,defer,0.867036,0.132964,1.875,0.980431,0.019569,3.9141,0.867036,0.132964,1.875,1,2331,1051,1051
hendrycks_math/test/002282,early_defer,defer,0.967899,0.032101,3.4062,0.910227,0.089773,2.3164,0.967899,0.032101,3.4062,0,1601,814,814
hendrycks_math/test/002283,early_defer,defer,0.793106,0.206894,1.3438,0.353094,0.646906,-0.6055,0.793106,0.206894,1.3438,1,1592,576,576
hendrycks_math/test/002284,early_defer,defer,0.615088,0.384912,0.4688,0.200558,0.799442,-1.3828,0.615088,0.384912,0.4688,1,1111,569,569
hendrycks_math/test/002285,early_defer,defer,0.994089,0.005911,5.125,0.968974,0.031026,3.4414,0.994089,0.005911,5.125,0,2447,948,948
hendrycks_math/test/002286,post_self,self,0.007816,0.992184,-4.8438,0.000752,0.999248,-7.1925,0.000752,0.999248,-7.1925,1,1154,363,363
hendrycks_math/test/002287,early_defer,defer,0.679179,0.320821,0.75,0.899121,0.100879,2.1875,0.679179,0.320821,0.75,0,1937,888,888
hendrycks_math/test/002288,early_defer,defer,0.991938,0.008062,4.8125,0.978743,0.021257,3.8296,0.991938,0.008062,4.8125,0,1461,526,526
hendrycks_math/test/002289,post_self,self,0.168857,0.831143,-1.5938,0.012336,0.987664,-4.3828,0.012336,0.987664,-4.3828,1,493,203,203
hendrycks_math/test/002290,early_defer,defer,0.615088,0.384912,0.4688,0.986879,0.013121,4.3203,0.615088,0.384912,0.4688,0,3160,1513,1513
hendrycks_math/test/002291,post_self,self,0.044681,0.955319,-3.0625,0.003521,0.996479,-5.6455,0.003521,0.996479,-5.6455,1,1064,451,451
hendrycks_math/test/002292,post_self,self,0.061876,0.938124,-2.7188,0.116362,0.883638,-2.0273,0.116362,0.883638,-2.0273,0,1006,357,357
hendrycks_math/test/002293,early_defer,defer,0.600188,0.399812,0.4062,0.859428,0.140572,1.8105,0.600188,0.399812,0.4062,1,1755,657,657
hendrycks_math/test/002294,early_defer,defer,0.901921,0.098079,2.2188,0.707405,0.292595,0.8828,0.901921,0.098079,2.2188,0,1440,607,607
hendrycks_math/test/002295,early_defer,defer,0.957912,0.042088,3.125,0.935228,0.064772,2.6699,0.957912,0.042088,3.125,0,2308,1077,1077
hendrycks_math/test/002296,post_self,self,0.314051,0.685949,-0.7812,0.067301,0.932699,-2.6289,0.067301,0.932699,-2.6289,0,956,452,452
hendrycks_math/test/002297,early_defer,defer,0.622459,0.377541,0.5,0.735642,0.264358,1.0234,0.622459,0.377541,0.5,1,2249,1042,1042
