task_id,route,model_decision,first_p_defer,first_p_self,first_margin,post_p_defer,post_p_self,post_margin,p_defer,p_self,margin,pred_answer,gold_answer,self_passed,reasoning_len,answer_len,actual_local_tokens
mmlu/all/test/006766,post_self,self,0.119203,0.880797,-2.0,0.000667,0.999333,-7.3125,0.000667,0.999333,-7.3125,C,C,1,851,186,186
mmlu/all/test/006767,post_self,self,0.182426,0.817574,-1.5,0.003594,0.996406,-5.625,0.003594,0.996406,-5.625,B,B,1,1103,252,252
mmlu/all/test/006768,post_self,self,0.038466,0.961534,-3.2188,6.2e-05,0.999938,-9.6875,6.2e-05,0.999938,-9.6875,D,D,1,1123,239,239
mmlu/all/test/006769,post_self,self,0.348645,0.651355,-0.625,0.001598,0.998402,-6.4375,0.001598,0.998402,-6.4375,D,D,1,771,163,163
mmlu/all/test/006770,post_self,self,0.377541,0.622459,-0.5,0.015906,0.984094,-4.125,0.015906,0.984094,-4.125,B,B,1,1180,230,230
mmlu/all/test/006771,post_self,self,0.010014,0.989986,-4.5938,6e-06,0.999994,-12.0625,6e-06,0.999994,-12.0625,C,C,1,544,113,113
mmlu/all/test/006772,early_defer,defer,0.924142,0.075858,2.5,0.562177,0.437823,0.25,0.924142,0.075858,2.5,D,B,0,953,189,189
mmlu/all/test/006773,early_defer,defer,0.7773,0.2227,1.25,0.990292,0.009708,4.625,0.7773,0.2227,1.25,D,A,0,1633,354,354
mmlu/all/test/006774,early_defer,defer,0.731059,0.268941,1.0,0.001501,0.998499,-6.5,0.731059,0.268941,1.0,B,B,1,1197,240,240
mmlu/all/test/006775,post_self,self,0.008847,0.991153,-4.7188,1.4e-05,0.999986,-11.1875,1.4e-05,0.999986,-11.1875,D,D,1,1013,188,188
mmlu/all/test/006776,early_defer,defer,0.914901,0.085099,2.375,0.952574,0.047426,3.0,0.914901,0.085099,2.375,D,C,0,1347,274,274
mmlu/all/test/006777,early_defer,defer,0.817574,0.182426,1.5,0.00461,0.99539,-5.375,0.817574,0.182426,1.5,C,B,0,1223,256,256
mmlu/all/test/006778,post_defer,defer,0.182426,0.817574,-1.5,0.989347,0.010653,4.5312,0.989347,0.010653,4.5312,A,B,0,1033,212,212
mmlu/all/test/006779,early_defer,defer,0.887205,0.112795,2.0625,0.977023,0.022977,3.75,0.887205,0.112795,2.0625,B,A,0,1026,228,228
mmlu/all/test/006780,post_self,self,0.095349,0.904651,-2.25,0.000404,0.999596,-7.8125,0.000404,0.999596,-7.8125,C,A,0,1048,237,237
mmlu/all/test/006781,early_defer,defer,0.592667,0.407333,0.375,0.007121,0.992879,-4.9375,0.592667,0.407333,0.375,C,C,1,751,202,202
mmlu/all/test/006782,post_self,self,0.2227,0.7773,-1.25,3.5e-05,0.999965,-10.25,3.5e-05,0.999965,-10.25,D,D,1,995,206,206
mmlu/all/test/006783,post_self,self,0.075858,0.924142,-2.5,0.000404,0.999596,-7.8125,0.000404,0.999596,-7.8125,B,B,1,1236,315,315
mmlu/all/test/006784,early_defer,defer,0.893309,0.106691,2.125,0.985936,0.014064,4.25,0.893309,0.106691,2.125,B,B,1,889,175,175
mmlu/all/test/006785,early_defer,defer,0.835484,0.164516,1.625,0.984094,0.015906,4.125,0.835484,0.164516,1.625,C,A,0,1506,323,323
mmlu/all/test/006786,early_defer,defer,0.622459,0.377541,0.5,0.010987,0.989013,-4.5,0.622459,0.377541,0.5,D,A,0,1283,318,318
mmlu/all/test/006787,early_defer,defer,0.754915,0.245085,1.125,0.00461,0.99539,-5.375,0.754915,0.245085,1.125,A,A,1,1195,251,251
mmlu/all/test/006788,post_self,self,0.268941,0.731059,-1.0,0.00117,0.99883,-6.75,0.00117,0.99883,-6.75,B,D,0,1449,273,273
mmlu/all/test/006789,post_self,self,0.002801,0.997199,-5.875,0.000102,0.999898,-9.1875,0.000102,0.999898,-9.1875,C,C,1,798,182,182
mmlu/all/test/006790,post_self,self,0.014504,0.985496,-4.2188,1.9e-05,0.999981,-10.875,1.9e-05,0.999981,-10.875,D,D,1,1009,219,219
mmlu/all/test/006791,early_defer,defer,0.851953,0.148047,1.75,0.992423,0.007577,4.875,0.851953,0.148047,1.75,D,B,0,1376,288,288
mmlu/all/test/006792,post_self,self,0.00461,0.99539,-5.375,4.8e-05,0.999952,-9.9375,4.8e-05,0.999952,-9.9375,C,C,1,695,156,156
mmlu/all/test/006793,post_self,self,0.030215,0.969785,-3.4688,5.8e-05,0.999942,-9.75,5.8e-05,0.999942,-9.75,D,D,1,1023,222,222
mmlu/all/test/006794,early_defer,defer,0.731059,0.268941,1.0,0.995668,0.004332,5.4375,0.731059,0.268941,1.0,D,C,0,1212,272,272
mmlu/all/test/006795,early_defer,defer,0.679179,0.320821,0.75,0.989013,0.010987,4.5,0.679179,0.320821,0.75,D,A,0,1692,330,330
mmlu/all/test/006796,early_defer,defer,0.817574,0.182426,1.5,0.990441,0.009559,4.6406,0.817574,0.182426,1.5,,C,0,414,79,79
mmlu/all/test/006797,early_defer,defer,0.531209,0.468791,0.125,0.997884,0.002116,6.1562,0.531209,0.468791,0.125,D,B,0,1768,367,367
mmlu/all/test/006798,early_defer,defer,0.928409,0.071591,2.5625,0.949669,0.050331,2.9375,0.928409,0.071591,2.5625,D,A,0,1493,310,310
mmlu/all/test/006799,early_defer,defer,0.7773,0.2227,1.25,0.00181,0.99819,-6.3125,0.7773,0.2227,1.25,A,B,0,1152,250,250
mmlu/all/test/006800,post_self,self,0.007121,0.992879,-4.9375,3.8e-05,0.999962,-10.1875,3.8e-05,0.999962,-10.1875,B,B,1,1287,252,252
mmlu/all/test/006801,post_self,self,0.377541,0.622459,-0.5,0.000911,0.999089,-7.0,0.000911,0.999089,-7.0,D,D,1,1140,234,234
mmlu/all/test/006802,early_defer,defer,0.851953,0.148047,1.75,0.867036,0.132964,1.875,0.851953,0.148047,1.75,C,C,1,1386,272,272
mmlu/all/test/006803,early_defer,defer,0.7773,0.2227,1.25,0.979668,0.020332,3.875,0.7773,0.2227,1.25,B,B,1,927,192,192
mmlu/all/test/006804,early_defer,defer,0.835484,0.164516,1.625,0.592667,0.407333,0.375,0.835484,0.164516,1.625,C,C,1,1109,249,249
mmlu/all/test/006805,post_defer,defer,0.407333,0.592667,-0.375,0.957912,0.042088,3.125,0.957912,0.042088,3.125,A,A,1,962,203,203
mmlu/all/test/006806,post_self,self,0.245085,0.754915,-1.125,0.014957,0.985043,-4.1875,0.014957,0.985043,-4.1875,A,A,1,1127,232,232
mmlu/all/test/006807,post_self,self,0.268941,0.731059,-1.0,0.002051,0.997949,-6.1875,0.002051,0.997949,-6.1875,C,C,1,1285,287,287
mmlu/all/test/006808,post_self,self,0.017442,0.982558,-4.0312,7.5e-05,0.999925,-9.5,7.5e-05,0.999925,-9.5,C,C,1,1018,212,212
mmlu/all/test/006809,early_defer,defer,0.851953,0.148047,1.75,0.984575,0.015425,4.1562,0.851953,0.148047,1.75,D,D,1,1107,266,266
mmlu/all/test/006810,post_self,self,0.060087,0.939913,-2.75,9.6e-05,0.999904,-9.25,9.6e-05,0.999904,-9.25,D,D,1,1382,281,281
mmlu/all/test/006811,post_self,self,0.007577,0.992423,-4.875,3.8e-05,0.999962,-10.1875,3.8e-05,0.999962,-10.1875,D,D,1,868,185,185
mmlu/all/test/006812,post_self,self,0.017442,0.982558,-4.0312,2.6e-05,0.999974,-10.5625,2.6e-05,0.999974,-10.5625,D,D,1,965,209,209
mmlu/all/test/006813,early_defer,defer,0.904651,0.095349,2.25,0.037327,0.962673,-3.25,0.904651,0.095349,2.25,D,D,1,675,147,147
mmlu/all/test/006814,post_self,self,0.119203,0.880797,-2.0,9e-05,0.99991,-9.3125,9e-05,0.99991,-9.3125,A,A,1,1143,254,254
mmlu/all/test/006815,post_self,self,0.016403,0.983597,-4.0938,1.7e-05,0.999983,-11.0,1.7e-05,0.999983,-11.0,B,B,1,1140,235,235
mmlu/all/test/006816,early_defer,defer,0.592667,0.407333,0.375,0.001032,0.998968,-6.875,0.592667,0.407333,0.375,A,A,1,1355,265,265
mmlu/all/test/006817,post_self,self,0.015906,0.984094,-4.125,0.000245,0.999755,-8.3125,0.000245,0.999755,-8.3125,C,C,1,821,168,168
mmlu/all/test/006818,post_self,self,0.095349,0.904651,-2.25,7.5e-05,0.999925,-9.5,7.5e-05,0.999925,-9.5,C,C,1,957,190,190
mmlu/all/test/006819,post_self,self,0.007577,0.992423,-4.875,1.5e-05,0.999985,-11.125,1.5e-05,0.999985,-11.125,A,A,1,1576,307,307
mmlu/all/test/006820,post_self,self,0.468791,0.531209,-0.125,0.001245,0.998755,-6.6875,0.001245,0.998755,-6.6875,C,B,0,547,123,123
mmlu/all/test/006821,post_defer,defer,0.407333,0.592667,-0.375,0.99962,0.00038,7.875,0.99962,0.00038,7.875,B,A,0,950,204,204
mmlu/all/test/006822,post_self,self,0.006693,0.993307,-5.0,1.4e-05,0.999986,-11.1875,1.4e-05,0.999986,-11.1875,C,C,1,806,179,179
mmlu/all/test/006823,post_self,self,0.022286,0.977714,-3.7812,1.1e-05,0.999989,-11.4375,1.1e-05,0.999989,-11.4375,A,A,1,1339,255,255
mmlu/all/test/006824,post_self,self,0.065605,0.934395,-2.6562,2.9e-05,0.999971,-10.4375,2.9e-05,0.999971,-10.4375,A,A,1,1131,221,221
mmlu/all/test/006825,post_self,self,0.060087,0.939913,-2.75,2.1e-05,0.999979,-10.75,2.1e-05,0.999979,-10.75,D,D,1,1018,206,206
mmlu/all/test/006826,post_self,self,0.028436,0.971564,-3.5312,8e-06,0.999992,-11.6875,8e-06,0.999992,-11.6875,D,D,1,869,172,172
mmlu/all/test/006827,post_self,self,0.029312,0.970688,-3.5,6.6e-05,0.999934,-9.625,6.6e-05,0.999934,-9.625,C,C,1,1067,209,209
mmlu/all/test/006828,post_self,self,0.233706,0.766294,-1.1875,0.000588,0.999412,-7.4375,0.000588,0.999412,-7.4375,C,C,1,1243,239,239
mmlu/all/test/006829,post_self,self,0.5,0.5,0.0,0.119203,0.880797,-2.0,0.119203,0.880797,-2.0,B,B,1,995,211,211
mmlu/all/test/006830,early_defer,defer,0.835484,0.164516,1.625,0.990587,0.009413,4.6562,0.835484,0.164516,1.625,,B,0,1503,329,329
mmlu/all/test/006831,post_self,self,0.005385,0.994615,-5.2188,3.3e-05,0.999967,-10.3125,3.3e-05,0.999967,-10.3125,D,D,1,903,183,183
mmlu/all/test/006832,post_self,self,0.008577,0.991423,-4.75,0.000131,0.999869,-8.9375,0.000131,0.999869,-8.9375,C,C,1,1029,210,210
mmlu/all/test/006833,post_self,self,0.015906,0.984094,-4.125,1.3e-05,0.999987,-11.25,1.3e-05,0.999987,-11.25,A,A,1,1207,256,256
mmlu/all/test/006834,post_self,self,0.047426,0.952574,-3.0,5.5e-05,0.999945,-9.8125,5.5e-05,0.999945,-9.8125,C,C,1,1197,242,242
mmlu/all/test/006835,post_self,self,0.407333,0.592667,-0.375,0.003173,0.996827,-5.75,0.003173,0.996827,-5.75,C,D,0,864,176,176
mmlu/all/test/006836,post_defer,defer,0.268941,0.731059,-1.0,0.932453,0.067547,2.625,0.932453,0.067547,2.625,D,C,0,558,138,138
mmlu/all/test/006837,post_defer,defer,0.468791,0.531209,-0.125,0.990874,0.009126,4.6875,0.990874,0.009126,4.6875,B,B,1,972,197,197
mmlu/all/test/006838,early_defer,defer,0.531209,0.468791,0.125,0.037327,0.962673,-3.25,0.531209,0.468791,0.125,D,D,1,864,215,215
mmlu/all/test/006839,post_self,self,0.014064,0.985936,-4.25,3.8e-05,0.999962,-10.1875,3.8e-05,0.999962,-10.1875,A,A,1,1163,229,229
mmlu/all/test/006840,post_defer,defer,0.407333,0.592667,-0.375,0.991938,0.008062,4.8125,0.991938,0.008062,4.8125,B,B,1,802,157,157
mmlu/all/test/006841,early_defer,defer,0.7773,0.2227,1.25,0.904651,0.095349,2.25,0.7773,0.2227,1.25,B,A,0,1313,309,309
mmlu/all/test/006842,early_defer,defer,0.562177,0.437823,0.25,0.164516,0.835484,-1.625,0.562177,0.437823,0.25,A,B,0,852,201,201
mmlu/all/test/006843,early_defer,defer,0.705785,0.294215,0.875,0.5,0.5,0.0,0.705785,0.294215,0.875,C,C,1,2339,715,715
mmlu/all/test/006844,post_self,self,0.106691,0.893309,-2.125,0.000296,0.999704,-8.125,0.000296,0.999704,-8.125,A,A,1,1713,350,350
mmlu/all/test/006845,early_defer,defer,0.754915,0.245085,1.125,0.880797,0.119203,2.0,0.754915,0.245085,1.125,D,A,0,1095,269,269
mmlu/all/test/006846,post_defer,defer,0.377541,0.622459,-0.5,0.957912,0.042088,3.125,0.957912,0.042088,3.125,D,C,0,1523,328,328
mmlu/all/test/006847,early_defer,defer,0.562177,0.437823,0.25,0.5,0.5,0.0,0.562177,0.437823,0.25,A,A,1,608,134,134
mmlu/all/test/006848,early_defer,defer,0.798187,0.201813,1.375,0.592667,0.407333,0.375,0.798187,0.201813,1.375,D,B,0,1000,226,226
mmlu/all/test/006849,post_self,self,0.011687,0.988313,-4.4375,9e-06,0.999991,-11.625,9e-06,0.999991,-11.625,B,B,1,642,128,128
mmlu/all/test/006850,early_defer,defer,0.679179,0.320821,0.75,0.00461,0.99539,-5.375,0.679179,0.320821,0.75,C,B,0,330,81,81
mmlu/all/test/006851,post_defer,defer,0.377541,0.622459,-0.5,0.993512,0.006488,5.0312,0.993512,0.006488,5.0312,A,C,0,1859,367,367
mmlu/all/test/006852,early_defer,defer,0.705785,0.294215,0.875,0.012432,0.987568,-4.375,0.705785,0.294215,0.875,A,A,1,1738,345,345
mmlu/all/test/006853,post_self,self,0.182426,0.817574,-1.5,0.002473,0.997527,-6.0,0.002473,0.997527,-6.0,A,A,1,1548,300,300
mmlu/all/test/006854,early_defer,defer,0.607663,0.392337,0.4375,0.867036,0.132964,1.875,0.607663,0.392337,0.4375,A,A,1,849,208,208
mmlu/all/test/006855,post_self,self,0.053403,0.946597,-2.875,5.8e-05,0.999942,-9.75,5.8e-05,0.999942,-9.75,C,C,1,1484,305,305
mmlu/all/test/006856,early_defer,defer,0.817574,0.182426,1.5,0.201813,0.798187,-1.375,0.817574,0.182426,1.5,A,A,1,397,104,104
mmlu/all/test/006857,early_defer,defer,0.705785,0.294215,0.875,0.025957,0.974043,-3.625,0.705785,0.294215,0.875,B,B,1,711,216,216
mmlu/all/test/006858,post_self,self,0.422505,0.577495,-0.3125,0.007577,0.992423,-4.875,0.007577,0.992423,-4.875,C,C,1,1088,211,211
mmlu/all/test/006859,post_self,self,0.022286,0.977714,-3.7812,7e-05,0.99993,-9.5625,7e-05,0.99993,-9.5625,B,B,1,1294,242,242
mmlu/all/test/006860,early_defer,defer,0.705785,0.294215,0.875,0.974043,0.025957,3.625,0.705785,0.294215,0.875,D,A,0,1498,299,299
mmlu/all/test/006861,early_defer,defer,0.899121,0.100879,2.1875,0.959154,0.040846,3.1562,0.899121,0.100879,2.1875,B,B,1,1161,234,234
mmlu/all/test/006862,early_defer,defer,0.859664,0.140336,1.8125,0.924142,0.075858,2.5,0.859664,0.140336,1.8125,D,C,0,1890,421,421
mmlu/all/test/006863,post_self,self,0.148047,0.851953,-1.75,8.5e-05,0.999915,-9.375,8.5e-05,0.999915,-9.375,D,D,1,1337,272,272
mmlu/all/test/006864,early_defer,defer,0.817574,0.182426,1.5,0.99883,0.00117,6.75,0.817574,0.182426,1.5,C,C,1,2319,449,449
mmlu/all/test/006865,post_self,self,0.022977,0.977023,-3.75,0.000123,0.999877,-9.0,0.000123,0.999877,-9.0,C,C,1,459,92,92
mmlu/all/test/006866,early_defer,defer,0.798187,0.201813,1.375,0.978385,0.021615,3.8125,0.798187,0.201813,1.375,C,C,1,1365,477,477
mmlu/all/test/006867,early_defer,defer,0.731059,0.268941,1.0,0.992423,0.007577,4.875,0.731059,0.268941,1.0,D,B,0,1075,228,228
mmlu/all/test/006868,early_defer,defer,0.622459,0.377541,0.5,0.970688,0.029312,3.5,0.622459,0.377541,0.5,C,D,0,1313,257,257
mmlu/all/test/006869,post_self,self,0.294215,0.705785,-0.875,0.000804,0.999196,-7.125,0.000804,0.999196,-7.125,A,A,1,966,184,184
mmlu/all/test/006870,post_self,self,0.132964,0.867036,-1.875,0.000217,0.999783,-8.4375,0.000217,0.999783,-8.4375,D,D,1,677,117,117
mmlu/all/test/006871,post_self,self,0.015906,0.984094,-4.125,1e-05,0.99999,-11.5,1e-05,0.99999,-11.5,D,D,1,997,210,210
mmlu/all/test/006872,early_defer,defer,0.592667,0.407333,0.375,0.990874,0.009126,4.6875,0.592667,0.407333,0.375,D,B,0,1258,277,277
mmlu/all/test/006873,post_defer,defer,0.377541,0.622459,-0.5,0.798187,0.201813,1.375,0.798187,0.201813,1.375,B,B,1,1255,259,259
mmlu/all/test/006874,post_self,self,0.468791,0.531209,-0.125,0.132964,0.867036,-1.875,0.132964,0.867036,-1.875,A,A,1,589,119,119
mmlu/all/test/006875,post_self,self,0.106691,0.893309,-2.125,0.000102,0.999898,-9.1875,0.000102,0.999898,-9.1875,A,A,1,1353,292,292
mmlu/all/test/006876,post_self,self,0.437823,0.562177,-0.25,0.022977,0.977023,-3.75,0.022977,0.977023,-3.75,C,C,1,982,286,286
mmlu/all/test/006877,early_defer,defer,0.731059,0.268941,1.0,0.997019,0.002981,5.8125,0.731059,0.268941,1.0,B,B,1,1138,240,240
mmlu/all/test/006878,early_defer,defer,0.867036,0.132964,1.875,0.245085,0.754915,-1.125,0.867036,0.132964,1.875,B,B,1,1007,208,208
mmlu/all/test/006879,early_defer,defer,0.896251,0.103749,2.1562,0.990874,0.009126,4.6875,0.896251,0.103749,2.1562,C,D,0,2536,632,632
mmlu/all/test/006880,early_defer,defer,0.7773,0.2227,1.25,0.978385,0.021615,3.8125,0.7773,0.2227,1.25,D,A,0,1454,291,291
mmlu/all/test/006881,post_defer,defer,0.407333,0.592667,-0.375,0.531209,0.468791,0.125,0.531209,0.468791,0.125,C,D,0,2610,813,813
mmlu/all/test/006882,early_defer,defer,0.808067,0.191933,1.4375,0.99427,0.00573,5.1562,0.808067,0.191933,1.4375,B,A,0,1262,248,248
mmlu/all/test/006883,post_defer,defer,0.437823,0.562177,-0.25,0.989672,0.010328,4.5625,0.989672,0.010328,4.5625,D,D,1,1107,232,232
mmlu/all/test/006884,early_defer,defer,0.867036,0.132964,1.875,0.835484,0.164516,1.625,0.867036,0.132964,1.875,A,D,0,538,130,130
mmlu/all/test/006885,post_self,self,0.245085,0.754915,-1.125,0.003824,0.996176,-5.5625,0.003824,0.996176,-5.5625,B,B,1,1041,209,209
mmlu/all/test/006886,post_self,self,0.348645,0.651355,-0.625,0.132964,0.867036,-1.875,0.132964,0.867036,-1.875,A,A,1,509,124,124
mmlu/all/test/006887,early_defer,defer,0.562177,0.437823,0.25,0.996827,0.003173,5.75,0.562177,0.437823,0.25,B,D,0,342,77,77
mmlu/all/test/006888,post_self,self,0.014504,0.985496,-4.2188,3.8e-05,0.999962,-10.1875,3.8e-05,0.999962,-10.1875,C,C,1,625,169,169
mmlu/all/test/006889,post_self,self,0.132964,0.867036,-1.875,0.000315,0.999685,-8.0625,0.000315,0.999685,-8.0625,A,A,1,2013,416,416
mmlu/all/test/006890,post_self,self,0.063715,0.936285,-2.6875,2.1e-05,0.999979,-10.75,2.1e-05,0.999979,-10.75,D,D,1,748,145,145
mmlu/all/test/006891,early_defer,defer,0.622459,0.377541,0.5,0.705785,0.294215,0.875,0.622459,0.377541,0.5,C,D,0,1071,215,215
mmlu/all/test/006892,post_defer,defer,0.437823,0.562177,-0.25,0.679179,0.320821,0.75,0.679179,0.320821,0.75,D,D,1,726,158,158
mmlu/all/test/006893,early_defer,defer,0.904651,0.095349,2.25,0.982288,0.017712,4.0156,0.904651,0.095349,2.25,,B,0,1531,535,535
mmlu/all/test/006894,early_defer,defer,0.817574,0.182426,1.5,0.000335,0.999665,-8.0,0.817574,0.182426,1.5,A,B,0,1737,335,335
mmlu/all/test/006895,early_defer,defer,0.754915,0.245085,1.125,0.531209,0.468791,0.125,0.754915,0.245085,1.125,C,B,0,1223,234,234
mmlu/all/test/006896,early_defer,defer,0.679179,0.320821,0.75,0.067547,0.932453,-2.625,0.679179,0.320821,0.75,A,A,1,356,91,91
mmlu/all/test/006897,early_defer,defer,0.798187,0.201813,1.375,0.984094,0.015906,4.125,0.798187,0.201813,1.375,C,C,1,1570,607,607
mmlu/all/test/006898,post_self,self,0.015906,0.984094,-4.125,8e-06,0.999992,-11.75,8e-06,0.999992,-11.75,A,B,0,852,164,164
mmlu/all/test/006899,post_self,self,0.320821,0.679179,-0.75,0.148047,0.851953,-1.75,0.148047,0.851953,-1.75,D,A,0,607,133,133
mmlu/all/test/006900,early_defer,defer,0.754915,0.245085,1.125,0.826712,0.173288,1.5625,0.754915,0.245085,1.125,B,C,0,1238,270,270
mmlu/all/test/006901,early_defer,defer,0.679179,0.320821,0.75,0.095349,0.904651,-2.25,0.679179,0.320821,0.75,C,C,1,1287,534,534
mmlu/all/test/006902,early_defer,defer,0.798187,0.201813,1.375,0.531209,0.468791,0.125,0.798187,0.201813,1.375,A,A,1,917,194,194
mmlu/all/test/006903,post_defer,defer,0.407333,0.592667,-0.375,0.977023,0.022977,3.75,0.977023,0.022977,3.75,D,A,0,1013,222,222
mmlu/all/test/006904,post_defer,defer,0.085099,0.914901,-2.375,0.99482,0.00518,5.2578,0.99482,0.00518,5.2578,,A,0,969,187,187
mmlu/all/test/006905,post_self,self,0.053403,0.946597,-2.875,0.000261,0.999739,-8.25,0.000261,0.999739,-8.25,C,A,0,1273,261,261
mmlu/all/test/006906,early_defer,defer,0.874077,0.125923,1.9375,0.132964,0.867036,-1.875,0.874077,0.125923,1.9375,A,A,1,1461,308,308
mmlu/all/test/006907,post_defer,defer,0.437823,0.562177,-0.25,0.904651,0.095349,2.25,0.904651,0.095349,2.25,D,B,0,560,127,127
mmlu/all/test/006908,early_defer,defer,0.731059,0.268941,1.0,0.957912,0.042088,3.125,0.731059,0.268941,1.0,D,D,1,1170,489,489
mmlu/all/test/006909,post_self,self,0.033086,0.966914,-3.375,7e-05,0.99993,-9.5625,7e-05,0.99993,-9.5625,C,C,1,533,106,106
mmlu/all/test/006910,post_self,self,0.437823,0.562177,-0.25,0.008577,0.991423,-4.75,0.008577,0.991423,-4.75,C,B,0,827,162,162
mmlu/all/test/006911,post_self,self,0.025957,0.974043,-3.625,7.5e-05,0.999925,-9.5,7.5e-05,0.999925,-9.5,C,C,1,848,171,171
mmlu/all/test/006912,early_defer,defer,0.7773,0.2227,1.25,0.989013,0.010987,4.5,0.7773,0.2227,1.25,B,A,0,1078,211,211
mmlu/all/test/006913,post_self,self,0.377541,0.622459,-0.5,0.001245,0.998755,-6.6875,0.001245,0.998755,-6.6875,B,B,1,2184,401,401
mmlu/all/test/006914,early_defer,defer,0.592667,0.407333,0.375,0.014064,0.985936,-4.25,0.592667,0.407333,0.375,C,D,0,993,220,220
mmlu/all/test/006915,early_defer,defer,0.754915,0.245085,1.125,0.592667,0.407333,0.375,0.754915,0.245085,1.125,C,A,0,682,143,143
mmlu/all/test/006916,early_defer,defer,0.679179,0.320821,0.75,0.201813,0.798187,-1.375,0.679179,0.320821,0.75,A,C,0,1201,235,235
mmlu/all/test/006917,post_self,self,0.009413,0.990587,-4.6562,0.001598,0.998402,-6.4375,0.001598,0.998402,-6.4375,B,B,1,1022,199,199
mmlu/all/test/006918,post_defer,defer,0.468791,0.531209,-0.125,0.679179,0.320821,0.75,0.679179,0.320821,0.75,C,A,0,1702,372,372
mmlu/all/test/006919,early_defer,defer,0.705785,0.294215,0.875,0.991423,0.008577,4.75,0.705785,0.294215,0.875,B,C,0,1059,224,224
mmlu/all/test/006920,early_defer,defer,0.651355,0.348645,0.625,0.029312,0.970688,-3.5,0.651355,0.348645,0.625,C,A,0,1559,316,316
mmlu/all/test/006921,post_self,self,0.268941,0.731059,-1.0,0.000804,0.999196,-7.125,0.000804,0.999196,-7.125,A,A,1,1483,318,318
mmlu/all/test/006922,post_defer,defer,0.453262,0.546738,-0.1875,0.99478,0.00522,5.25,0.99478,0.00522,5.25,B,C,0,1101,235,235
mmlu/all/test/006923,post_self,self,0.119203,0.880797,-2.0,0.002632,0.997368,-5.9375,0.002632,0.997368,-5.9375,C,C,1,1299,261,261
mmlu/all/test/006924,early_defer,defer,0.754915,0.245085,1.125,0.880797,0.119203,2.0,0.754915,0.245085,1.125,B,A,0,1160,246,246
mmlu/all/test/006925,early_defer,defer,0.592667,0.407333,0.375,0.029312,0.970688,-3.5,0.592667,0.407333,0.375,C,C,1,839,205,205
mmlu/all/test/006926,post_defer,defer,0.125923,0.874077,-1.9375,0.985043,0.014957,4.1875,0.985043,0.014957,4.1875,B,B,1,1830,360,360
mmlu/all/test/006927,post_self,self,0.468791,0.531209,-0.125,0.000169,0.999831,-8.6875,0.000169,0.999831,-8.6875,D,B,0,2543,634,634
mmlu/all/test/006928,post_self,self,0.392337,0.607663,-0.4375,0.010987,0.989013,-4.5,0.010987,0.989013,-4.5,B,B,1,1906,355,355
mmlu/all/test/006929,early_defer,defer,0.798187,0.201813,1.375,0.060087,0.939913,-2.75,0.798187,0.201813,1.375,C,B,0,1493,427,427
mmlu/all/test/006930,post_self,self,0.245085,0.754915,-1.125,8e-06,0.999992,-11.6875,8e-06,0.999992,-11.6875,A,A,1,984,182,182
mmlu/all/test/006931,early_defer,defer,0.562177,0.437823,0.25,0.025957,0.974043,-3.625,0.562177,0.437823,0.25,C,A,0,769,163,163
mmlu/all/test/006932,early_defer,defer,0.843895,0.156105,1.6875,0.407333,0.592667,-0.375,0.843895,0.156105,1.6875,D,C,0,1493,474,474
mmlu/all/test/006933,early_defer,defer,0.835484,0.164516,1.625,0.953966,0.046034,3.0312,0.835484,0.164516,1.625,D,B,0,1080,218,218
mmlu/all/test/006934,post_self,self,0.085099,0.914901,-2.375,0.002183,0.997817,-6.125,0.002183,0.997817,-6.125,B,D,0,863,179,179
mmlu/all/test/006935,early_defer,defer,0.880797,0.119203,2.0,0.712232,0.287768,0.9062,0.880797,0.119203,2.0,A,B,0,1745,501,501
mmlu/all/test/006936,early_defer,defer,0.679179,0.320821,0.75,0.348645,0.651355,-0.625,0.679179,0.320821,0.75,D,A,0,897,188,188
mmlu/all/test/006937,early_defer,defer,0.7773,0.2227,1.25,0.939913,0.060087,2.75,0.7773,0.2227,1.25,D,B,0,1635,375,375
mmlu/all/test/006938,early_defer,defer,0.880797,0.119203,2.0,0.983085,0.016915,4.0625,0.880797,0.119203,2.0,C,C,1,2160,788,788
mmlu/all/test/006939,early_defer,defer,0.562177,0.437823,0.25,0.201813,0.798187,-1.375,0.562177,0.437823,0.25,A,A,1,781,272,272
mmlu/all/test/006940,post_self,self,0.148047,0.851953,-1.75,0.003594,0.996406,-5.625,0.003594,0.996406,-5.625,B,B,1,1716,304,304
mmlu/all/test/006941,early_defer,defer,0.822189,0.177811,1.5312,0.985043,0.014957,4.1875,0.822189,0.177811,1.5312,C,C,1,1501,600,600
mmlu/all/test/006942,early_defer,defer,0.867036,0.132964,1.875,0.986363,0.013637,4.2812,0.867036,0.132964,1.875,B,B,1,1841,494,494
mmlu/all/test/006943,early_defer,defer,0.562177,0.437823,0.25,0.00018,0.99982,-8.625,0.562177,0.437823,0.25,D,D,1,1264,269,269
mmlu/all/test/006944,early_defer,defer,0.887205,0.112795,2.0625,0.974043,0.025957,3.625,0.887205,0.112795,2.0625,B,C,0,1683,598,598
mmlu/all/test/006945,early_defer,defer,0.679179,0.320821,0.75,0.977714,0.022286,3.7812,0.679179,0.320821,0.75,D,A,0,1810,515,515
mmlu/all/test/006946,early_defer,defer,0.731059,0.268941,1.0,0.009708,0.990292,-4.625,0.731059,0.268941,1.0,C,C,1,1654,394,394
