task_id,route,model_decision,first_p_defer,first_p_self,first_margin,post_p_defer,post_p_self,post_margin,p_defer,p_self,margin,pred_answer,gold_answer,self_passed,reasoning_len,answer_len,actual_local_tokens
mmlu/all/test/005479,post_defer,defer,0.212069,0.787931,-1.3125,0.684264,0.315736,0.7734,0.684264,0.315736,0.7734,A,C,0,325,68,68
mmlu/all/test/005480,post_self,self,0.392337,0.607663,-0.4375,0.010249,0.989751,-4.5703,0.010249,0.989751,-4.5703,C,C,1,608,108,108
mmlu/all/test/005481,post_self,self,0.334589,0.665411,-0.6875,0.027796,0.972204,-3.5547,0.027796,0.972204,-3.5547,D,D,1,619,130,130
mmlu/all/test/005482,post_defer,defer,0.256832,0.743168,-1.0625,0.980766,0.019234,3.9316,0.980766,0.019234,3.9316,D,D,1,316,65,65
mmlu/all/test/005483,post_self,self,0.362969,0.637031,-0.5625,0.409221,0.590779,-0.3672,0.409221,0.590779,-0.3672,B,D,0,347,124,124
mmlu/all/test/005484,post_self,self,0.5,0.5,0.0,0.054199,0.945801,-2.8594,0.054199,0.945801,-2.8594,D,D,1,419,80,80
mmlu/all/test/005485,post_self,self,0.201813,0.798187,-1.375,0.001741,0.998259,-6.3516,0.001741,0.998259,-6.3516,A,A,1,502,121,121
mmlu/all/test/005486,early_defer,defer,0.562177,0.437823,0.25,0.995708,0.004292,5.4468,0.562177,0.437823,0.25,A,D,0,775,147,147
mmlu/all/test/005487,early_defer,defer,0.672332,0.327668,0.7188,0.02461,0.97539,-3.6797,0.672332,0.327668,0.7188,D,D,1,512,115,115
mmlu/all/test/005488,early_defer,defer,0.637031,0.362969,0.5625,0.99663,0.00337,5.6895,0.637031,0.362969,0.5625,D,A,0,525,123,123
mmlu/all/test/005489,post_self,self,0.355775,0.644225,-0.5938,0.014282,0.985718,-4.2344,0.014282,0.985718,-4.2344,D,D,1,519,112,112
mmlu/all/test/005490,early_defer,defer,0.705785,0.294215,0.875,0.995426,0.004574,5.3828,0.705785,0.294215,0.875,A,C,0,446,94,94
mmlu/all/test/005491,post_self,self,0.348645,0.651355,-0.625,0.034619,0.965381,-3.3281,0.034619,0.965381,-3.3281,C,D,0,255,53,53
mmlu/all/test/005492,post_self,self,0.217338,0.782662,-1.2812,0.002051,0.997949,-6.1875,0.002051,0.997949,-6.1875,C,C,1,578,146,146
mmlu/all/test/005493,early_defer,defer,0.585101,0.414899,0.3438,0.928409,0.071591,2.5625,0.585101,0.414899,0.3438,A,D,0,408,80,80
mmlu/all/test/005494,early_defer,defer,0.615088,0.384912,0.4688,0.731059,0.268941,1.0,0.615088,0.384912,0.4688,D,D,1,823,161,161
mmlu/all/test/005495,post_self,self,0.164516,0.835484,-1.625,0.001024,0.998976,-6.8828,0.001024,0.998976,-6.8828,A,A,1,371,86,86
mmlu/all/test/005496,post_self,self,0.399812,0.600188,-0.4062,0.225417,0.774583,-1.2344,0.225417,0.774583,-1.2344,C,D,0,429,101,101
mmlu/all/test/005497,post_defer,defer,0.399812,0.600188,-0.4062,0.934872,0.065128,2.6641,0.934872,0.065128,2.6641,A,D,0,483,91,91
mmlu/all/test/005498,early_defer,defer,0.629775,0.370225,0.5312,0.965283,0.034717,3.3252,0.629775,0.370225,0.5312,B,B,1,453,123,123
mmlu/all/test/005499,early_defer,defer,0.637031,0.362969,0.5625,0.970799,0.029201,3.5039,0.637031,0.362969,0.5625,C,B,0,1011,273,273
mmlu/all/test/005500,early_defer,defer,0.672332,0.327668,0.7188,0.375706,0.624294,-0.5078,0.672332,0.327668,0.7188,C,A,0,506,96,96
mmlu/all/test/005501,post_self,self,0.392337,0.607663,-0.4375,0.009268,0.990732,-4.6719,0.009268,0.990732,-4.6719,D,B,0,1008,204,204
mmlu/all/test/005502,post_self,self,0.164516,0.835484,-1.625,0.002252,0.997748,-6.0938,0.002252,0.997748,-6.0938,C,C,1,796,141,141
mmlu/all/test/005503,early_defer,defer,0.672332,0.327668,0.7188,0.996925,0.003075,5.7812,0.672332,0.327668,0.7188,A,D,0,467,100,100
mmlu/all/test/005504,early_defer,defer,0.562177,0.437823,0.25,0.928018,0.071982,2.5566,0.562177,0.437823,0.25,B,B,1,312,69,69
mmlu/all/test/005505,post_self,self,0.239349,0.760651,-1.1562,0.079782,0.920218,-2.4453,0.079782,0.920218,-2.4453,C,C,1,513,107,107
mmlu/all/test/005506,early_defer,defer,0.592667,0.407333,0.375,0.909586,0.090414,2.3086,0.592667,0.407333,0.375,C,D,0,1469,335,335
mmlu/all/test/005507,post_self,self,0.437823,0.562177,-0.25,0.003173,0.996827,-5.75,0.003173,0.996827,-5.75,B,B,1,407,75,75
mmlu/all/test/005508,early_defer,defer,0.562177,0.437823,0.25,0.966156,0.033844,3.3516,0.562177,0.437823,0.25,C,D,0,362,97,97
mmlu/all/test/005509,post_defer,defer,0.430147,0.569853,-0.2812,0.548673,0.451327,0.1953,0.548673,0.451327,0.1953,C,C,1,980,233,233
mmlu/all/test/005510,post_self,self,0.228157,0.771843,-1.2188,0.007346,0.992654,-4.9062,0.007346,0.992654,-4.9062,A,A,1,301,66,66
mmlu/all/test/005511,post_defer,defer,0.437823,0.562177,-0.25,0.933309,0.066691,2.6387,0.933309,0.066691,2.6387,D,C,0,789,151,151
mmlu/all/test/005512,early_defer,defer,0.507812,0.492188,0.0312,0.014282,0.985718,-4.2344,0.507812,0.492188,0.0312,D,D,1,269,57,57
mmlu/all/test/005513,early_defer,defer,0.600188,0.399812,0.4062,0.861072,0.138928,1.8242,0.600188,0.399812,0.4062,D,C,0,915,262,262
mmlu/all/test/005514,early_defer,defer,0.699254,0.300746,0.8438,0.273574,0.726426,-0.9766,0.699254,0.300746,0.8438,B,C,0,387,93,93
mmlu/all/test/005515,post_defer,defer,0.182426,0.817574,-1.5,0.577495,0.422505,0.3125,0.577495,0.422505,0.3125,D,D,1,403,75,75
mmlu/all/test/005516,early_defer,defer,0.685949,0.314051,0.7812,0.999499,0.000501,7.5974,0.685949,0.314051,0.7812,B,D,0,440,79,79
mmlu/all/test/005517,post_self,self,0.112795,0.887205,-2.0625,0.001305,0.998695,-6.6406,0.001305,0.998695,-6.6406,C,C,1,347,59,59
mmlu/all/test/005518,post_defer,defer,0.201813,0.798187,-1.375,0.960324,0.039676,3.1865,0.960324,0.039676,3.1865,B,D,0,364,67,67
mmlu/all/test/005519,post_self,self,0.314051,0.685949,-0.7812,0.001882,0.998118,-6.2734,0.001882,0.998118,-6.2734,D,B,0,802,179,179
mmlu/all/test/005520,early_defer,defer,0.629775,0.370225,0.5312,0.998688,0.001312,6.6348,0.629775,0.370225,0.5312,B,C,0,1111,220,220
mmlu/all/test/005521,post_defer,defer,0.164516,0.835484,-1.625,0.808067,0.191933,1.4375,0.808067,0.191933,1.4375,C,C,1,545,120,120
mmlu/all/test/005522,post_defer,defer,0.307358,0.692642,-0.8125,0.940353,0.059647,2.7578,0.940353,0.059647,2.7578,B,D,0,720,196,196
mmlu/all/test/005523,early_defer,defer,0.72487,0.27513,0.9688,0.991058,0.008942,4.708,0.72487,0.27513,0.9688,D,D,1,1046,194,194
mmlu/all/test/005524,early_defer,defer,0.712232,0.287768,0.9062,0.936285,0.063715,2.6875,0.712232,0.287768,0.9062,A,D,0,526,96,96
mmlu/all/test/005525,post_self,self,0.407333,0.592667,-0.375,0.006388,0.993612,-5.0469,0.006388,0.993612,-5.0469,B,B,1,328,72,72
mmlu/all/test/005526,post_self,self,0.377541,0.622459,-0.5,0.004468,0.995532,-5.4062,0.004468,0.995532,-5.4062,B,B,1,472,88,88
mmlu/all/test/005527,post_self,self,0.080357,0.919643,-2.4375,0.001549,0.998451,-6.4688,0.001549,0.998451,-6.4688,B,D,0,763,150,150
mmlu/all/test/005528,early_defer,defer,0.754915,0.245085,1.125,0.026355,0.973645,-3.6094,0.754915,0.245085,1.125,D,D,1,655,130,130
mmlu/all/test/005529,post_self,self,0.182426,0.817574,-1.5,0.00181,0.99819,-6.3125,0.00181,0.99819,-6.3125,B,B,1,448,91,91
mmlu/all/test/005530,early_defer,defer,0.615088,0.384912,0.4688,0.224055,0.775945,-1.2422,0.615088,0.384912,0.4688,C,C,1,443,93,93
mmlu/all/test/005531,post_self,self,0.100879,0.899121,-2.1875,0.000469,0.999531,-7.6641,0.000469,0.999531,-7.6641,A,A,1,478,97,97
mmlu/all/test/005532,early_defer,defer,0.585101,0.414899,0.3438,0.667148,0.332852,0.6953,0.585101,0.414899,0.3438,B,D,0,1150,313,313
mmlu/all/test/005533,early_defer,defer,0.637031,0.362969,0.5625,0.624294,0.375706,0.5078,0.637031,0.362969,0.5625,A,A,1,495,131,131
mmlu/all/test/005534,early_defer,defer,0.562177,0.437823,0.25,0.984381,0.015619,4.1436,0.562177,0.437823,0.25,C,C,1,538,149,149
mmlu/all/test/005535,post_self,self,0.453262,0.546738,-0.1875,0.108945,0.891055,-2.1016,0.108945,0.891055,-2.1016,B,B,1,259,102,102
mmlu/all/test/005536,post_self,self,0.085099,0.914901,-2.375,0.000511,0.999489,-7.5781,0.000511,0.999489,-7.5781,C,C,1,310,66,66
mmlu/all/test/005537,early_defer,defer,0.51562,0.48438,0.0625,0.999608,0.000392,7.8435,0.51562,0.48438,0.0625,B,D,0,676,120,120
mmlu/all/test/005538,post_self,self,0.314051,0.685949,-0.7812,0.001957,0.998043,-6.2344,0.001957,0.998043,-6.2344,A,A,1,498,91,91
mmlu/all/test/005539,post_self,self,0.453262,0.546738,-0.1875,0.148047,0.851953,-1.75,0.148047,0.851953,-1.75,C,C,1,1384,349,349
mmlu/all/test/005540,early_defer,defer,0.577495,0.422505,0.3125,0.014957,0.985043,-4.1875,0.577495,0.422505,0.3125,B,B,1,356,116,116
mmlu/all/test/005541,post_defer,defer,0.47658,0.52342,-0.0938,0.970521,0.029479,3.4941,0.970521,0.029479,3.4941,C,D,0,1198,245,245
mmlu/all/test/005542,post_defer,defer,0.362969,0.637031,-0.5625,0.998674,0.001326,6.624,0.998674,0.001326,6.624,A,B,0,591,126,126
mmlu/all/test/005543,post_defer,defer,0.5,0.5,0.0,0.867485,0.132515,1.8789,0.867485,0.132515,1.8789,A,A,1,1020,254,254
mmlu/all/test/005544,early_defer,defer,0.629775,0.370225,0.5312,0.611382,0.388618,0.4531,0.629775,0.370225,0.5312,A,A,1,397,76,76
mmlu/all/test/005545,post_self,self,0.341582,0.658418,-0.6562,0.063715,0.936285,-2.6875,0.063715,0.936285,-2.6875,B,B,1,326,65,65
mmlu/all/test/005546,post_self,self,0.348645,0.651355,-0.625,0.180107,0.819893,-1.5156,0.180107,0.819893,-1.5156,B,D,0,852,170,170
mmlu/all/test/005547,early_defer,defer,0.644225,0.355775,0.5938,0.613237,0.386763,0.4609,0.644225,0.355775,0.5938,C,D,0,688,241,241
mmlu/all/test/005548,post_defer,defer,0.453262,0.546738,-0.1875,0.566019,0.433981,0.2656,0.566019,0.433981,0.2656,B,D,0,661,166,166
mmlu/all/test/005549,post_self,self,0.060087,0.939913,-2.75,0.000343,0.999657,-7.9766,0.000343,0.999657,-7.9766,D,D,1,319,52,52
mmlu/all/test/005550,post_self,self,0.370225,0.629775,-0.5312,0.2227,0.7773,-1.25,0.2227,0.7773,-1.25,D,B,0,446,99,99
mmlu/all/test/005551,early_defer,defer,0.577495,0.422505,0.3125,0.441673,0.558327,-0.2344,0.577495,0.422505,0.3125,D,D,1,702,157,157
mmlu/all/test/005552,post_defer,defer,0.341582,0.658418,-0.6562,0.844922,0.155078,1.6953,0.844922,0.155078,1.6953,D,C,0,1279,314,314
mmlu/all/test/005553,post_self,self,0.362969,0.637031,-0.5625,0.004265,0.995735,-5.4531,0.004265,0.995735,-5.4531,D,D,1,358,80,80
mmlu/all/test/005554,post_self,self,0.392337,0.607663,-0.4375,0.152032,0.847968,-1.7188,0.152032,0.847968,-1.7188,A,C,0,684,122,122
mmlu/all/test/005555,post_defer,defer,0.437823,0.562177,-0.25,0.801315,0.198685,1.3945,0.801315,0.198685,1.3945,C,C,1,1212,249,249
mmlu/all/test/005556,post_defer,defer,0.262842,0.737158,-1.0312,0.983605,0.016395,4.0942,0.983605,0.016395,4.0942,D,B,0,689,175,175
mmlu/all/test/005557,early_defer,defer,0.569853,0.430147,0.2812,0.987723,0.012277,4.3877,0.569853,0.430147,0.2812,C,D,0,953,209,209
mmlu/all/test/005558,post_defer,defer,0.48438,0.51562,-0.0625,0.808672,0.191328,1.4414,0.808672,0.191328,1.4414,B,D,0,1371,371,371
mmlu/all/test/005559,early_defer,defer,0.569853,0.430147,0.2812,0.987664,0.012336,4.3828,0.569853,0.430147,0.2812,A,D,0,597,185,185
mmlu/all/test/005560,post_self,self,0.392337,0.607663,-0.4375,0.042722,0.957278,-3.1094,0.042722,0.957278,-3.1094,B,D,0,946,229,229
mmlu/all/test/005561,post_self,self,0.48438,0.51562,-0.0625,0.039048,0.960952,-3.2031,0.039048,0.960952,-3.2031,D,D,1,1578,425,425
mmlu/all/test/005562,early_defer,defer,0.644225,0.355775,0.5938,0.998335,0.001665,6.3965,0.644225,0.355775,0.5938,A,D,0,1081,194,194
mmlu/all/test/005563,post_self,self,0.461017,0.538983,-0.1562,0.38122,0.61878,-0.4844,0.38122,0.61878,-0.4844,B,B,1,996,242,242
mmlu/all/test/005564,post_self,self,0.140336,0.859664,-1.8125,0.001151,0.998849,-6.7656,0.001151,0.998849,-6.7656,D,D,1,1121,288,288
mmlu/all/test/005565,post_defer,defer,0.422505,0.577495,-0.3125,0.986866,0.013134,4.3193,0.986866,0.013134,4.3193,,D,0,608,127,127
mmlu/all/test/005566,early_defer,defer,0.679179,0.320821,0.75,0.995128,0.004872,5.3193,0.679179,0.320821,0.75,D,D,1,595,150,150
mmlu/all/test/005567,post_self,self,0.348645,0.651355,-0.625,0.017577,0.982423,-4.0234,0.017577,0.982423,-4.0234,D,C,0,408,88,88
mmlu/all/test/005568,early_defer,defer,0.55447,0.44553,0.2188,0.991497,0.008503,4.7588,0.55447,0.44553,0.2188,A,B,0,633,149,149
mmlu/all/test/005569,post_self,self,0.44553,0.55447,-0.2188,0.011158,0.988842,-4.4844,0.011158,0.988842,-4.4844,B,B,1,356,70,70
mmlu/all/test/005570,post_self,self,0.468791,0.531209,-0.125,0.00116,0.99884,-6.7578,0.00116,0.99884,-6.7578,D,D,1,422,85,85
mmlu/all/test/005571,post_self,self,0.468791,0.531209,-0.125,0.031619,0.968381,-3.4219,0.031619,0.968381,-3.4219,C,C,1,664,108,108
mmlu/all/test/005572,post_defer,defer,0.48438,0.51562,-0.0625,0.969699,0.030301,3.4658,0.969699,0.030301,3.4658,A,D,0,280,76,76
mmlu/all/test/005573,early_defer,defer,0.607663,0.392337,0.4375,0.995428,0.004572,5.3833,0.607663,0.392337,0.4375,B,D,0,1285,265,265
mmlu/all/test/005574,post_defer,defer,0.399812,0.600188,-0.4062,0.988635,0.011365,4.4658,0.988635,0.011365,4.4658,C,C,1,1131,218,218
mmlu/all/test/005575,post_defer,defer,0.468791,0.531209,-0.125,0.987958,0.012042,4.4072,0.987958,0.012042,4.4072,A,A,1,1181,215,215
mmlu/all/test/005576,post_defer,defer,0.27513,0.72487,-0.9688,0.99478,0.00522,5.25,0.99478,0.00522,5.25,,D,0,1845,1024,1024
mmlu/all/test/005577,post_self,self,0.060087,0.939913,-2.75,0.000511,0.999489,-7.5781,0.000511,0.999489,-7.5781,D,D,1,523,102,102
mmlu/all/test/005578,post_self,self,0.132964,0.867036,-1.875,0.00097,0.99903,-6.9375,0.00097,0.99903,-6.9375,D,D,1,524,103,103
mmlu/all/test/005579,post_self,self,0.377541,0.622459,-0.5,0.001714,0.998286,-6.3672,0.001714,0.998286,-6.3672,C,C,1,1094,208,208
mmlu/all/test/005580,post_defer,defer,0.268941,0.731059,-1.0,0.951504,0.048496,2.9766,0.951504,0.048496,2.9766,B,D,0,806,153,153
mmlu/all/test/005581,post_self,self,0.060087,0.939913,-2.75,0.000408,0.999592,-7.8047,0.000408,0.999592,-7.8047,D,D,1,280,54,54
mmlu/all/test/005582,early_defer,defer,0.531209,0.468791,0.125,0.995762,0.004238,5.4595,0.531209,0.468791,0.125,A,C,0,984,280,280
mmlu/all/test/005583,post_defer,defer,0.461017,0.538983,-0.1562,0.562177,0.437823,0.25,0.562177,0.437823,0.25,A,B,0,344,66,66
mmlu/all/test/005584,early_defer,defer,0.592667,0.407333,0.375,0.183594,0.816406,-1.4922,0.592667,0.407333,0.375,A,A,1,548,104,104
mmlu/all/test/005585,early_defer,defer,0.672332,0.327668,0.7188,0.952706,0.047294,3.0029,0.672332,0.327668,0.7188,A,C,0,918,258,258
mmlu/all/test/005586,post_self,self,0.430147,0.569853,-0.2812,0.221351,0.778649,-1.2578,0.221351,0.778649,-1.2578,C,A,0,723,143,143
mmlu/all/test/005587,early_defer,defer,0.629775,0.370225,0.5312,0.015425,0.984575,-4.1562,0.629775,0.370225,0.5312,D,D,1,299,83,83
mmlu/all/test/005588,post_defer,defer,0.228157,0.771843,-1.2188,0.988177,0.011823,4.4258,0.988177,0.011823,4.4258,A,C,0,458,91,91
mmlu/all/test/005589,early_defer,defer,0.592667,0.407333,0.375,0.379378,0.620622,-0.4922,0.592667,0.407333,0.375,C,B,0,483,123,123
mmlu/all/test/005590,early_defer,defer,0.622459,0.377541,0.5,0.201813,0.798187,-1.375,0.622459,0.377541,0.5,A,B,0,703,204,204
mmlu/all/test/005591,early_defer,defer,0.531209,0.468791,0.125,0.744656,0.255344,1.0703,0.531209,0.468791,0.125,D,C,0,531,140,140
mmlu/all/test/005592,post_self,self,0.058346,0.941654,-2.7812,0.000395,0.999605,-7.8359,0.000395,0.999605,-7.8359,D,D,1,415,66,66
mmlu/all/test/005593,post_self,self,0.148047,0.851953,-1.75,0.004503,0.995497,-5.3984,0.004503,0.995497,-5.3984,A,C,0,521,108,108
mmlu/all/test/005594,early_defer,defer,0.55447,0.44553,0.2188,0.684264,0.315736,0.7734,0.55447,0.44553,0.2188,B,B,1,826,325,325
mmlu/all/test/005595,post_self,self,0.327668,0.672332,-0.7188,0.003377,0.996623,-5.6875,0.003377,0.996623,-5.6875,B,B,1,303,70,70
mmlu/all/test/005596,post_self,self,0.071591,0.928409,-2.5625,0.000333,0.999667,-8.0078,0.000333,0.999667,-8.0078,D,D,1,374,100,100
mmlu/all/test/005597,post_self,self,0.453262,0.546738,-0.1875,0.003173,0.996827,-5.75,0.003173,0.996827,-5.75,D,D,1,198,69,69
mmlu/all/test/005598,early_defer,defer,0.592667,0.407333,0.375,0.200558,0.799442,-1.3828,0.592667,0.407333,0.375,D,D,1,783,174,174
mmlu/all/test/005599,early_defer,defer,0.531209,0.468791,0.125,0.999849,0.000151,8.7949,0.531209,0.468791,0.125,C,C,1,709,138,138
mmlu/all/test/005600,post_self,self,0.187133,0.812867,-1.4688,0.000804,0.999196,-7.125,0.000804,0.999196,-7.125,B,B,1,286,60,60
mmlu/all/test/005601,early_defer,defer,0.546738,0.453262,0.1875,0.990083,0.009917,4.6035,0.546738,0.453262,0.1875,C,D,0,784,226,226
mmlu/all/test/005602,early_defer,defer,0.52342,0.47658,0.0938,0.9633,0.0367,3.2676,0.52342,0.47658,0.0938,D,A,0,1302,321,321
mmlu/all/test/005603,post_self,self,0.119203,0.880797,-2.0,0.000843,0.999157,-7.0781,0.000843,0.999157,-7.0781,C,C,1,622,111,111
mmlu/all/test/005604,early_defer,defer,0.615088,0.384912,0.4688,0.915809,0.084191,2.3867,0.615088,0.384912,0.4688,B,D,0,856,230,230
mmlu/all/test/005605,post_defer,defer,0.341582,0.658418,-0.6562,0.994208,0.005792,5.1455,0.994208,0.005792,5.1455,C,C,1,874,264,264
mmlu/all/test/005606,early_defer,defer,0.52342,0.47658,0.0938,0.997461,0.002539,5.9736,0.52342,0.47658,0.0938,B,B,1,260,56,56
mmlu/all/test/005607,post_defer,defer,0.430147,0.569853,-0.2812,0.851459,0.148541,1.7461,0.851459,0.148541,1.7461,B,A,0,778,246,246
mmlu/all/test/005608,post_defer,defer,0.47658,0.52342,-0.0938,0.967008,0.032992,3.3779,0.967008,0.032992,3.3779,A,D,0,758,209,209
mmlu/all/test/005609,post_self,self,0.5,0.5,0.0,0.033337,0.966663,-3.3672,0.033337,0.966663,-3.3672,A,A,1,280,62,62
mmlu/all/test/005610,early_defer,defer,0.712232,0.287768,0.9062,0.047426,0.952574,-3.0,0.712232,0.287768,0.9062,A,D,0,442,84,84
mmlu/all/test/005611,early_defer,defer,0.651355,0.348645,0.625,0.080937,0.919063,-2.4297,0.651355,0.348645,0.625,D,C,0,425,111,111
mmlu/all/test/005612,early_defer,defer,0.562177,0.437823,0.25,0.826151,0.173849,1.5586,0.562177,0.437823,0.25,B,B,1,364,86,86
mmlu/all/test/005613,post_self,self,0.212069,0.787931,-1.3125,0.00104,0.99896,-6.8672,0.00104,0.99896,-6.8672,B,D,0,397,73,73
mmlu/all/test/005614,post_defer,defer,0.453262,0.546738,-0.1875,0.741674,0.258326,1.0547,0.741674,0.258326,1.0547,B,B,1,716,196,196
mmlu/all/test/005615,post_defer,defer,0.245085,0.754915,-1.125,0.965119,0.034881,3.3203,0.965119,0.034881,3.3203,C,D,0,355,87,87
mmlu/all/test/005616,post_defer,defer,0.294215,0.705785,-0.875,0.892937,0.107063,2.1211,0.892937,0.107063,2.1211,C,D,0,237,77,77
mmlu/all/test/005617,post_self,self,0.095349,0.904651,-2.25,0.000738,0.999262,-7.2109,0.000738,0.999262,-7.2109,D,D,1,547,115,115
mmlu/all/test/005618,early_defer,defer,0.644225,0.355775,0.5938,0.651355,0.348645,0.625,0.644225,0.355775,0.5938,B,B,1,253,79,79
mmlu/all/test/005619,post_defer,defer,0.362969,0.637031,-0.5625,0.61878,0.38122,0.4844,0.61878,0.38122,0.4844,D,A,0,526,104,104
mmlu/all/test/005620,early_defer,defer,0.531209,0.468791,0.125,0.993212,0.006788,4.9858,0.531209,0.468791,0.125,D,C,0,523,158,158
mmlu/all/test/005621,post_defer,defer,0.468791,0.531209,-0.125,0.537041,0.462959,0.1484,0.537041,0.462959,0.1484,B,A,0,501,96,96
mmlu/all/test/005622,early_defer,defer,0.546738,0.453262,0.1875,0.991938,0.008062,4.8125,0.546738,0.453262,0.1875,C,C,1,445,92,92
mmlu/all/test/005623,post_defer,defer,0.212069,0.787931,-1.3125,0.987478,0.012522,4.3677,0.987478,0.012522,4.3677,A,A,1,457,102,102
mmlu/all/test/005624,early_defer,defer,0.585101,0.414899,0.3438,0.548673,0.451327,0.1953,0.585101,0.414899,0.3438,A,C,0,756,181,181
mmlu/all/test/005625,early_defer,defer,0.692642,0.307358,0.8125,0.501953,0.498047,0.0078,0.692642,0.307358,0.8125,D,D,1,230,114,114
mmlu/all/test/005626,post_self,self,0.071591,0.928409,-2.5625,0.00071,0.99929,-7.25,0.00071,0.99929,-7.25,C,C,1,977,197,197
mmlu/all/test/005627,post_self,self,0.268941,0.731059,-1.0,0.002234,0.997766,-6.1016,0.002234,0.997766,-6.1016,D,C,0,255,47,47
mmlu/all/test/005628,post_self,self,0.245085,0.754915,-1.125,0.004365,0.995635,-5.4297,0.004365,0.995635,-5.4297,D,D,1,280,59,59
mmlu/all/test/005629,post_self,self,0.196826,0.803174,-1.4062,0.002935,0.997065,-5.8281,0.002935,0.997065,-5.8281,D,D,1,840,242,242
mmlu/all/test/005630,post_self,self,0.362969,0.637031,-0.5625,0.013121,0.986879,-4.3203,0.013121,0.986879,-4.3203,D,B,0,690,196,196
mmlu/all/test/005631,post_self,self,0.228157,0.771843,-1.2188,0.009268,0.990732,-4.6719,0.009268,0.990732,-4.6719,A,A,1,310,84,84
mmlu/all/test/005632,early_defer,defer,0.600188,0.399812,0.4062,0.006098,0.993902,-5.0938,0.600188,0.399812,0.4062,B,A,0,389,77,77
mmlu/all/test/005633,post_self,self,0.156105,0.843895,-1.6875,0.07056,0.92944,-2.5781,0.07056,0.92944,-2.5781,D,D,1,477,102,102
mmlu/all/test/005634,post_defer,defer,0.48438,0.51562,-0.0625,0.7773,0.2227,1.25,0.7773,0.2227,1.25,D,D,1,536,158,158
mmlu/all/test/005635,early_defer,defer,0.679179,0.320821,0.75,0.030215,0.969785,-3.4688,0.679179,0.320821,0.75,A,D,0,248,49,49
mmlu/all/test/005636,early_defer,defer,0.538983,0.461017,0.1562,0.978915,0.021085,3.8379,0.538983,0.461017,0.1562,C,D,0,558,143,143
mmlu/all/test/005637,post_defer,defer,0.377541,0.622459,-0.5,0.807461,0.192539,1.4336,0.807461,0.192539,1.4336,B,D,0,681,211,211
mmlu/all/test/005638,early_defer,defer,0.629775,0.370225,0.5312,0.334589,0.665411,-0.6875,0.629775,0.370225,0.5312,D,D,1,797,144,144
mmlu/all/test/005639,early_defer,defer,0.665411,0.334589,0.6875,0.998424,0.001576,6.4514,0.665411,0.334589,0.6875,B,A,0,613,134,134
mmlu/all/test/005640,early_defer,defer,0.577495,0.422505,0.3125,0.394201,0.605799,-0.4297,0.577495,0.422505,0.3125,C,D,0,482,150,150
mmlu/all/test/005641,early_defer,defer,0.507812,0.492188,0.0312,0.994146,0.005854,5.1348,0.507812,0.492188,0.0312,C,C,1,348,90,90
mmlu/all/test/005642,early_defer,defer,0.629775,0.370225,0.5312,0.943138,0.056862,2.8086,0.629775,0.370225,0.5312,D,D,1,309,62,62
mmlu/all/test/005643,post_self,self,0.132964,0.867036,-1.875,0.001032,0.998968,-6.875,0.001032,0.998968,-6.875,D,D,1,400,72,72
mmlu/all/test/005644,post_defer,defer,0.27513,0.72487,-0.9688,0.999252,0.000748,7.1975,0.999252,0.000748,7.1975,C,C,1,721,134,134
mmlu/all/test/005645,post_self,self,0.461017,0.538983,-0.1562,0.013956,0.986044,-4.2578,0.013956,0.986044,-4.2578,B,A,0,449,104,104
mmlu/all/test/005646,post_self,self,0.300746,0.699254,-0.8438,0.013637,0.986363,-4.2812,0.013637,0.986363,-4.2812,D,D,1,731,155,155
mmlu/all/test/005647,post_self,self,0.067547,0.932453,-2.625,0.000323,0.999677,-8.0391,0.000323,0.999677,-8.0391,D,D,1,549,133,133
mmlu/all/test/005648,post_self,self,0.320821,0.679179,-0.75,0.379378,0.620622,-0.4922,0.379378,0.620622,-0.4922,C,D,0,428,84,84
mmlu/all/test/005649,post_self,self,0.112795,0.887205,-2.0625,0.000469,0.999531,-7.6641,0.000469,0.999531,-7.6641,A,A,1,548,95,95
mmlu/all/test/005650,post_self,self,0.152032,0.847968,-1.7188,0.003075,0.996925,-5.7812,0.003075,0.996925,-5.7812,D,D,1,545,102,102
mmlu/all/test/005651,post_self,self,0.125923,0.874077,-1.9375,0.001755,0.998245,-6.3438,0.001755,0.998245,-6.3438,B,B,1,933,174,174
mmlu/all/test/005652,post_self,self,0.098079,0.901921,-2.2188,0.000282,0.999718,-8.1719,0.000282,0.999718,-8.1719,B,B,1,334,61,61
mmlu/all/test/005653,post_self,self,0.063715,0.936285,-2.6875,0.000282,0.999718,-8.1719,0.000282,0.999718,-8.1719,A,A,1,1024,190,190
mmlu/all/test/005654,post_self,self,0.090093,0.909907,-2.3125,0.000856,0.999144,-7.0625,0.000856,0.999144,-7.0625,A,B,0,385,70,70
mmlu/all/test/005655,post_self,self,0.191933,0.808067,-1.4375,0.001957,0.998043,-6.2344,0.001957,0.998043,-6.2344,A,A,1,473,91,91
mmlu/all/test/005656,post_self,self,0.2227,0.7773,-1.25,0.006004,0.993996,-5.1094,0.006004,0.993996,-5.1094,D,D,1,518,101,101
mmlu/all/test/005657,early_defer,defer,0.685949,0.314051,0.7812,0.609524,0.390476,0.4453,0.685949,0.314051,0.7812,A,B,0,345,61,61
mmlu/all/test/005658,post_self,self,0.148047,0.851953,-1.75,0.000651,0.999349,-7.3359,0.000651,0.999349,-7.3359,C,B,0,683,122,122
